"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","relevance_raw","doc_type_ai_raw","doc_type_ai_clean","presence_absence_clean","doi_clean","page_count_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","fungal_taxon_kingdom","fungal_taxon_phylum","fungal_taxon_class","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","plant_host_kingdom","plant_host_phylum","plant_host_class" 
"Relevant","full-text","full-text","11","10.3389/fmicb.2019.01849","salicornia rubra","halomonas species","root","present","NA","isolated from root endophytes","desert","united states","full-text","doi_10.3389_fmicb.2019.01849","Relevant","Full-Text","Full-Text","Uncertain","10.3389/fmicb.2019.01849","11","doi:10.3389/fmicb.2019.01849","int_48696b506b9903e5","halomonas species","halomonas","Resolved","exact_accepted","1.00","12234089","Bacteria","proteobacteria","gammaproteobacteria","salicornia rubra","salicornia rubra","Resolved","exact_accepted","1.00","5383950","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","12","10.1038/s41598-019-48739-4","pinus densiflora","lactococcus lactis subsp. lactis","root","present","endophyte","isolated from root of p. densiflora in jejudo","NA","south korea","full-text","doi_10.1038_s41598-019-48739-4","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-48739-4","12","doi:10.1038/s41598-019-48739-4","int_5bd0a7c1c295274b","lactococcus lactis subsp. lactis","lactococcus lactis","Resolved","exact_accepted","1.00","11016394","Bacteria","firmicutes","bacilli","pinus densiflora","pinus densiflora","Resolved","exact_accepted","1.00","5285104","Plantae","tracheophyta","pinopsida"
"Relevant","full-text","full-text","11","10.1038/s41598-019-48745-6","pinus densiflora","none (bacterial endophytes)","leaf","present","endophyte","isolated from needle, stem, and root tissues of the specified pinus species","forest","south korea","full-text","doi_10.1038_s41598-019-48745-6","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-48745-6","11","doi:10.1038/s41598-019-48745-6","int_63f961f40e3d848e","none (bacterial endophytes)","","Unresolved","empty","0.00","","","NA","NA","pinus densiflora","pinus densiflora","Resolved","exact_accepted","1.00","5285104","Plantae","tracheophyta","pinopsida"
"Relevant","full-text","full-text","11","10.1038/s41598-019-48745-6","pinus rigida","none (bacterial endophytes)","leaf","present","endophyte","isolated from needle, stem, and root tissues of the specified pinus species","forest","south korea","full-text","doi_10.1038_s41598-019-48745-6","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-48745-6","11","doi:10.1038/s41598-019-48745-6","int_6414b71df148136e","none (bacterial endophytes)","","Unresolved","empty","0.00","","","NA","NA","pinus rigida","pinus rigida","Resolved","exact_accepted","1.00","5285635","Plantae","tracheophyta","pinopsida"
"Relevant","full-text","full-text","11","10.1038/s41598-019-48745-6","pinus thunbergii","none (bacterial endophytes)","leaf","present","endophyte","isolated from needle, stem, and root tissues of the specified pinus species","forest","south korea","full-text","doi_10.1038_s41598-019-48745-6","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-48745-6","11","doi:10.1038/s41598-019-48745-6","int_425716fe3abf6ce3","none (bacterial endophytes)","","Unresolved","empty","0.00","","","NA","NA","pinus thunbergii","pinus thunbergii","Resolved","exact_accepted","1.00","5285799","Plantae","tracheophyta","pinopsida"
"Relevant","full-text","full-text","11","10.1038/s41598-019-48745-6","pinus koraiensis","none (bacterial endophytes)","leaf","present","endophyte","isolated from needle, stem, and root tissues of the specified pinus species","forest","south korea","full-text","doi_10.1038_s41598-019-48745-6","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-48745-6","11","doi:10.1038/s41598-019-48745-6","int_c90d0e15472308c2","none (bacterial endophytes)","","Unresolved","empty","0.00","","","NA","NA","pinus koraiensis","pinus koraiensis","Resolved","exact_accepted","1.00","5284979","Plantae","tracheophyta","pinopsida"
"Relevant","abstract","abstract","0","10.1002/mbo3.896","passiflora incarnata","not mentioned (endophytic bacteria)","NA","present","endophyte","isolated from different developmental stages of the plant","NA","NA","abstract-csv","doi_10.1002_mbo3.896","Relevant","Abstract","Abstract","Uncertain","10.1002/mbo3.896","0","doi:10.1002/mbo3.896","int_7869179cbe9cd348","not mentioned (endophytic bacteria)","","Unresolved","empty","0.00","","","NA","NA","passiflora incarnata","passiflora incarnata","Resolved","exact_accepted","1.00","2874218","Plantae","tracheophyta","magnoliopsida"
"Irrelevant","abstract","abstract","0","10.1007/398_2019_33","crops (non-specific)","none (mentioned bacteria but not fungi)","NA","present","NA","study focuses on endophytic bacteria and their role in organopollutant detoxification, not fungi.","agriculture","NA","abstract-csv","doi_10.1007_398_2019_33","Not Relevant","Abstract","Abstract","Uncertain","10.1007/398_2019_33","0","doi:10.1007/398_2019_33","int_ff5469d26da8bbca","none (mentioned bacteria but not fungi)","","Unresolved","empty","0.00","","","NA","NA","crops (non-specific)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.3390/microorganisms7090287","crop epiphytes and endophytes (unspecified)","NA","root","present","endophyte","found in soil and associated with crop plants","agriculture","NA","abstract-csv","doi_10.3390_microorganisms7090287","Relevant","Abstract","Abstract","Uncertain","10.3390/microorganisms7090287","0","doi:10.3390/microorganisms7090287","int_9861172ff64912d8","NA","","Unresolved","none","0.00","","","NA","NA","crop epiphytes and endophytes (unspecified)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1080/21501203.2019.1600063","cucumis sativus l.","piriformospora indica (hymenomycetes","root","present","endophyte","colonises plant roots. co-cultivation on seedling vigour.","NA","india","abstract-csv","doi_10.1080_21501203.2019.1600063","Relevant","Abstract","Abstract","Uncertain","10.1080/21501203.2019.1600063","0","doi:10.1080/21501203.2019.1600063","int_067cee2aeba6f796","piriformospora indica (hymenomycetes","serendipita indica","Resolved","synonym_map","0.95","9711144","Fungi","basidiomycota","agaricomycetes","cucumis sativus l.","cucumis sativus","Resolved","exact_accepted","1.00","2874569","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/21501203.2019.1600063","cucumis sativus l.","basidiomycota)","root","present","endophyte","colonises plant roots. co-cultivation on seedling vigour.","NA","india","abstract-csv","doi_10.1080_21501203.2019.1600063","Relevant","Abstract","Abstract","Uncertain","10.1080/21501203.2019.1600063","0","doi:10.1080/21501203.2019.1600063","int_25a17ca22b63576e","basidiomycota)","basidiomycota","Resolved","phylum_exact","0.35","34","Fungi","basidiomycota","NA","cucumis sativus l.","cucumis sativus","Resolved","exact_accepted","1.00","2874569","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00203-019-01715-y","oryza sativa (arb6)","no fungi mentioned","NA","present","NA","study focused on bacterial endophytes","tropical forest","india","abstract-csv","doi_10.1007_s00203-019-01715-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00203-019-01715-y","0","doi:10.1007/s00203-019-01715-y","int_c707af6e2a3f2d01","no fungi mentioned","","Unresolved","no_match","0.00","","","NA","NA","oryza sativa (arb6)","oryza sativa","Resolved","exact_accepted","1.00","2703459","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.micres.2019.126302","solanum lycopersicum l. (tomato)","bacillus xiamenensis","root","present","endophyte","isolated from cactus (euphorbia trigonas)","desert","NA","abstract-csv","doi_10.1016_j.micres.2019.126302","Relevant","Abstract","Abstract","Uncertain","10.1016/j.micres.2019.126302","0","doi:10.1016/j.micres.2019.126302","int_f38f28c1cfff37ea","bacillus xiamenensis","bacillus xiamenensis","Resolved","exact_accepted","1.00","8190676","Bacteria","firmicutes","bacilli","solanum lycopersicum l. (tomato)","solanum lycopersicum","Resolved","exact_accepted","1.00","2930137","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/14786419.2019.1656624","bruguiera sexangula","phyllosticta capitalensis","hypocotyls","present","endophyte","isolated from hypocotyls","mangrove","china","abstract-csv","doi_10.1080_14786419.2019.1656624","Relevant","Abstract","Abstract","Uncertain","10.1080/14786419.2019.1656624","0","doi:10.1080/14786419.2019.1656624","int_657828d37e7e9665","phyllosticta capitalensis","phyllosticta capitalensis","Resolved","exact_accepted","1.00","2612180","Fungi","ascomycota","dothideomycetes","bruguiera sexangula","bruguiera sexangula","Resolved","exact_accepted","1.00","6370882","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","6","10.1590/0001-3765201920181295","musa spp.","bacillus sp.","root","present","endophyte","investigated through anatomical and ultrastructural analyses in micropropagated banana plantlets","agrarian","brazil","full-text","doi_10.1590_0001-3765201920181295","Relevant","Full-Text","Full-Text","Uncertain","10.1590/0001-3765201920181295","6","doi:10.1590/0001-3765201920181295","int_ef57b70ec7a94a14","bacillus sp.","bacillus","Resolved","genus_exact","0.70","3227637","Bacteria","firmicutes","bacilli","musa spp.","musa","Resolved","genus_exact","0.70","2760990","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/ijms20163989","triticum durum l.","pantoea agglomerans","root","present","endophyte","isolated from surface-sterilized roots, conferring alleviation of salt stress in durum wheat plants.","desert","algeria","abstract-csv","doi_10.3390_ijms20163989","Relevant","Abstract","Abstract","Uncertain","10.3390/ijms20163989","0","doi:10.3390/ijms20163989","int_366d008c2f088b3a","pantoea agglomerans","pantoea agglomerans","Resolved","exact_accepted","1.00","8905302","Bacteria","proteobacteria","gammaproteobacteria","triticum durum l.","triticum durum","Resolved","exact_accepted","1.00","12225945","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3389/fmicb.2019.01766","theobroma cacao (cacao plant)","moniliophthora perniciosa","NA","present","pathogen","causative agent of witches' broom disease; antagonized by some yeasts in vitro, suggesting potential as biocontrol agents.","forest","united states","abstract-csv","doi_10.3389_fmicb.2019.01766","Relevant","Abstract","Abstract","Uncertain","10.3389/fmicb.2019.01766","0","doi:10.3389/fmicb.2019.01766","int_0680c562f8340541","moniliophthora perniciosa","moniliophthora perniciosa","Resolved","exact_accepted","1.00","2538064","Fungi","basidiomycota","agaricomycetes","theobroma cacao (cacao plant)","theobroma cacao","Resolved","exact_accepted","1.00","3152205","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","17","10.3389/fmicb.2019.01694","salicornia bigelovii","micromonospora chalcea","root","present","endophyte","isolated from surface-sterilized roots","desert","united arab emirates","full-text","doi_10.3389_fmicb.2019.01694","Relevant","Full-Text","Full-Text","Uncertain","10.3389/fmicb.2019.01694","17","doi:10.3389/fmicb.2019.01694","int_e53a97dc251d0113","micromonospora chalcea","micromonospora chalcea","Resolved","exact_accepted","1.00","3224525","Bacteria","actinobacteriota","actinomycetia","salicornia bigelovii","salicornia bigelovii","Resolved","exact_accepted","1.00","5383959","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1155/2019/2758501","dune flora (unspecified)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","associated with roots of dune flora, producing plant growth promoting biochemicals like indole acetic acid","coastal sand dunes","india","abstract-csv","doi_10.1155_2019_2758501","Relevant","Abstract","Abstract","Uncertain","10.1155/2019/2758501","0","doi:10.1155/2019/2758501","int_7a0cdd9255268217","arbuscular mycorrhizal fungi","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","dune flora (unspecified)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1016/j.envres.2019.108608","tomato","not specified (microbiome analysis)","root","present","NA","analysis of args in soil, rhizospheric soil, roots, leaves, and beans. microbiome analysis.","agriculture","spain","abstract-csv","doi_10.1016_j.envres.2019.108608","Relevant","Abstract","Abstract","Uncertain","10.1016/j.envres.2019.108608","0","doi:10.1016/j.envres.2019.108608","int_0c2e323510a9c934","not specified (microbiome analysis)","","Unresolved","empty","0.00","","","NA","NA","tomato","solanum lycopersicum","Resolved","exact_accepted","1.00","2930137","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.envres.2019.108608","lettuce","not specified (microbiome analysis)","root","present","NA","analysis of args in soil, rhizospheric soil, roots, leaves, and beans. microbiome analysis.","agriculture","spain","abstract-csv","doi_10.1016_j.envres.2019.108608","Relevant","Abstract","Abstract","Uncertain","10.1016/j.envres.2019.108608","0","doi:10.1016/j.envres.2019.108608","int_81fdee5f3d5f5ff4","not specified (microbiome analysis)","","Unresolved","empty","0.00","","","NA","NA","lettuce","lactuca sativa","Resolved","exact_accepted","1.00","7403263","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.envres.2019.108608","broad beans","not specified (microbiome analysis)","root","present","NA","analysis of args in soil, rhizospheric soil, roots, leaves, and beans. microbiome analysis.","agriculture","spain","abstract-csv","doi_10.1016_j.envres.2019.108608","Relevant","Abstract","Abstract","Uncertain","10.1016/j.envres.2019.108608","0","doi:10.1016/j.envres.2019.108608","int_a2122916e204d800","not specified (microbiome analysis)","","Unresolved","empty","0.00","","","NA","NA","broad beans","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1093/femsec/fiz119","NA","true fungi (stamenopila","bulk soil","present","saprotroph","infections can be asymptomatic, beneficial or detrimental to the host","soil ecosystems","NA","abstract-csv","doi_10.1093_femsec_fiz119","Relevant","Abstract","Abstract","Uncertain","10.1093/femsec/fiz119","0","doi:10.1093/femsec/fiz119","int_26a017af5f5014f1","true fungi (stamenopila","","Unresolved","no_match","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1093/femsec/fiz119","NA","chromalveolata)","bulk soil","present","saprotroph","infections can be asymptomatic, beneficial or detrimental to the host","soil ecosystems","NA","abstract-csv","doi_10.1093_femsec_fiz119","Relevant","Abstract","Abstract","Uncertain","10.1093/femsec/fiz119","0","doi:10.1093/femsec/fiz119","int_61de35152e7e58b2","chromalveolata)","","Unresolved","no_match","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1093/jas/skz249","lolium arundinaceum (tall fescue)","acremonium coenophialum (endophyte responsible for fescue toxicosis)","NA","present","pathogen","causing 'fescue toxicosis' in cattle","grassland","NA","abstract-csv","doi_10.1093_jas_skz249","Relevant","Abstract","Abstract","Uncertain","10.1093/jas/skz249","0","doi:10.1093/jas/skz249","int_fad27231c3455a4a","acremonium coenophialum (endophyte responsible for fescue toxicosis)","epichloe coenophiala","Resolved","exact_accepted","1.00","8182525","Fungi","ascomycota","sordariomycetes","lolium arundinaceum (tall fescue)","lolium arundinaceum","Resolved","exact_accepted","1.00","2706231","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1093/jas/skz250","tall fescue (lolium arundinaceum)","endophyte-infecting fungus (not specified in text)","blood","present","endophyte","chronic exposure to ergovaline, an alkaloid produced by the endophyte, results in a hyperactive innate immune response.","grassland","NA","abstract-csv","doi_10.1093_jas_skz250","Relevant","Abstract","Abstract","Uncertain","10.1093/jas/skz250","0","doi:10.1093/jas/skz250","int_feff25cc1505dabb","endophyte-infecting fungus (not specified in text)","","Unresolved","no_match","0.00","","","NA","NA","tall fescue (lolium arundinaceum)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","11","10.1038/s41598-019-47329-8","echinacea purpurea (l.) moench","bacterial endophytic strains isolated from e. purpurea aerial part","root","present","endophyte","infected axenic e. purpurea plants","NA","italy","full-text","doi_10.1038_s41598-019-47329-8","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-47329-8","11","doi:10.1038/s41598-019-47329-8","int_690d0c0d404ed0ba","bacterial endophytic strains isolated from e. purpurea aerial part","","Unresolved","no_match","0.00","","","NA","NA","echinacea purpurea (l.) moench","echinacea purpurea","Resolved","exact_accepted","1.00","3150935","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1128/aem.00383-19","arabidopsis thaliana","plantibacter flavus (strain m251)","stem","present","endophyte","isolated from stem tissues of plants growing in soils highly contaminated with petroleum hydrocarbons","NA","NA","abstract-csv","doi_10.1128_aem.00383-19","Relevant","Abstract","Abstract","Uncertain","10.1128/aem.00383-19","0","doi:10.1128/aem.00383-19","int_2d230943be4caf5d","plantibacter flavus (strain m251)","plantibacter flavus","Resolved","exact_accepted","1.00","3225306","Bacteria","actinobacteriota","actinomycetia","arabidopsis thaliana","arabidopsis thaliana","Resolved","exact_accepted","1.00","3052436","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/21655979.2019.1644854","orchidaceae","various fungal endophytes","NA","present","endophyte","associated with orchidaceae for physiology, metabolism, and genomics research.","NA","NA","abstract-csv","doi_10.1080_21655979.2019.1644854","Relevant","Abstract","Abstract","Uncertain","10.1080/21655979.2019.1644854","0","doi:10.1080/21655979.2019.1644854","int_d52ca5c4acc1500e","various fungal endophytes","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","orchidaceae","orchidaceae","Resolved","family_exact","0.50","7689","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1007/s00248-019-01406-7","oryza sativa (rice)","not specified (microbiome analysis focuses on bacteria","root","present","NA","isolated from roots of rice plants treated with urea fertilizer and/or biofertilization with rhizobium leguminosarum bv. trifolii e11.","soil","NA","abstract-csv","doi_10.1007_s00248-019-01406-7","Relevant","Abstract","Abstract","Uncertain","10.1007/s00248-019-01406-7","0","doi:10.1007/s00248-019-01406-7","int_78505e77099ef60c","not specified (microbiome analysis focuses on bacteria","","Unresolved","empty","0.00","","","NA","NA","oryza sativa (rice)","oryza sativa","Resolved","exact_accepted","1.00","2703459","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1007/s00248-019-01406-7","oryza sativa (rice)","not fungi)","root","present","NA","isolated from roots of rice plants treated with urea fertilizer and/or biofertilization with rhizobium leguminosarum bv. trifolii e11.","soil","NA","abstract-csv","doi_10.1007_s00248-019-01406-7","Relevant","Abstract","Abstract","Uncertain","10.1007/s00248-019-01406-7","0","doi:10.1007/s00248-019-01406-7","int_097f33ed4ae1fa28","not fungi)","","Unresolved","no_match","0.00","","","NA","NA","oryza sativa (rice)","oryza sativa","Resolved","exact_accepted","1.00","2703459","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20190301.014","dysosma versipellis","[106 strain","NA","present","endophyte","isolated for their inhibitory effect on hiv-1 in-ledgf/p75 interaction","NA","NA","abstract-csv","doi_10.19540_j.cnki.cjcmm.20190301.014","Relevant","Abstract","Abstract","Uncertain","10.19540/j.cnki.cjcmm.20190301.014","0","doi:10.19540/j.cnki.cjcmm.20190301.014","int_3781d7ae7bd77d0d","[106 strain","","Unresolved","no_match","0.00","","","NA","NA","dysosma versipellis","dysosma versipellis","Resolved","exact_accepted","1.00","8336561","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20190301.014","dysosma versipellis","potential novel species of magnaporthaceae family]","NA","present","endophyte","isolated for their inhibitory effect on hiv-1 in-ledgf/p75 interaction","NA","NA","abstract-csv","doi_10.19540_j.cnki.cjcmm.20190301.014","Relevant","Abstract","Abstract","Uncertain","10.19540/j.cnki.cjcmm.20190301.014","0","doi:10.19540/j.cnki.cjcmm.20190301.014","int_df1d3ad4f5913d60","potential novel species of magnaporthaceae family]","","Unresolved","no_match","0.00","","","NA","NA","dysosma versipellis","dysosma versipellis","Resolved","exact_accepted","1.00","8336561","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s10482-019-01302-7","setaria sp. (foxtail)","amnibacterium setariae","dry yellow foxtail","present","endophyte","isolated from dry yellow foxtail","NA","NA","abstract-csv","doi_10.1007_s10482-019-01302-7","Relevant","Abstract","Abstract","Uncertain","10.1007/s10482-019-01302-7","0","doi:10.1007/s10482-019-01302-7","int_6a5aad777ffce990","amnibacterium setariae","amnibacterium setariae","Resolved","exact_accepted","1.00","11139256","Bacteria","actinobacteriota","actinomycetia","setaria sp. (foxtail)","setaria","Resolved","genus_exact","0.70","2702955","Plantae","tracheophyta","liliopsida"
"Relevant","full-text","full-text","15","10.1038/s41598-019-45866-w","oryza sativa (rice)","herbaspirillum seropedicae","root","present","endophyte","colonizes rice roots, enters via cracks at lateral root emergence points and later colonizes intercellular spaces, aerenchyma, cortical cells, and vascular tissue.","NA","brazil","full-text","doi_10.1038_s41598-019-45866-w","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45866-w","15","doi:10.1038/s41598-019-45866-w","int_3cfd22efbd2bc8bd","herbaspirillum seropedicae","herbaspirillum seropedicae","Resolved","exact_accepted","1.00","8951860","Bacteria","proteobacteria","gammaproteobacteria","oryza sativa (rice)","oryza sativa","Resolved","exact_accepted","1.00","2703459","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3389/fmicb.2019.01481","arabidopsis thaliana","beauveria bassiana","NA","present","pathogen","the interaction is described as the transcriptional reprogramming of arabidopsis thaliana defense pathways by beauveria bassiana, which correlates with resistance against a fungal pathogen but not against insects.","NA","NA","abstract-csv","doi_10.3389_fmicb.2019.01481","Relevant","Abstract","Abstract","Uncertain","10.3389/fmicb.2019.01481","0","doi:10.3389/fmicb.2019.01481","int_d250332716fc1f2d","beauveria bassiana","beauveria bassiana","Resolved","exact_accepted","1.00","2560612","Fungi","ascomycota","sordariomycetes","arabidopsis thaliana","arabidopsis thaliana","Resolved","exact_accepted","1.00","3052436","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","18","10.1371/journal.pone.0219863","psychotria umbellata","burkholderia","leaf","present","endophyte","developed via embryo culture. screened morphologically, microscopically and molecularly over a period of three years.","NA","norway","full-text","doi_10.1371_journal.pone.0219863","Relevant","Full-Text","Full-Text","Uncertain","10.1371/journal.pone.0219863","18","doi:10.1371/journal.pone.0219863","int_2540b165119589ad","burkholderia","burkholderia","Resolved","genus_exact","0.70","3219916","Bacteria","proteobacteria","gammaproteobacteria","psychotria umbellata","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s11356-019-05922-4","parthenium weed (jacobaea vulgaris or chrysanthemum indicum)","bacillus licheniformis","root","present","endophyte","isolated from parthenium weed growing at diuron-contaminated site.","polluted sites","NA","abstract-csv","doi_10.1007_s11356-019-05922-4","Relevant","Abstract","Abstract","Uncertain","10.1007/s11356-019-05922-4","0","doi:10.1007/s11356-019-05922-4","int_46a8c2e1d277001a","bacillus licheniformis","bacillus licheniformis","Resolved","exact_accepted","1.00","5428113","Bacteria","firmicutes","bacilli","parthenium weed (jacobaea vulgaris or chrysanthemum indicum)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s11356-019-05869-6","pennisetum setaceum","unknown (endophytic bacteria)","NA","present","endophyte","isolated from the drought-tolerant ornamental plant pennisetum setaceum","NA","NA","abstract-csv","doi_10.1007_s11356-019-05869-6","Relevant","Abstract","Abstract","Uncertain","10.1007/s11356-019-05869-6","0","doi:10.1007/s11356-019-05869-6","int_6e07cfda339d163b","unknown (endophytic bacteria)","","Unresolved","empty","0.00","","","NA","NA","pennisetum setaceum","cenchrus setaceus","Resolved","synonym_map","0.95","5828232","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1080/14786419.2019.1639174","atropa belladonna (l.)","streptomyces sp. ab100","stem","present","endophyte","isolated from shoots of the medicinal plant","NA","NA","abstract-csv","doi_10.1080_14786419.2019.1639174","Relevant","Abstract","Abstract","Uncertain","10.1080/14786419.2019.1639174","0","doi:10.1080/14786419.2019.1639174","int_8ac5ed1091f4e7fc","streptomyces sp. ab100","streptomyces","Resolved","exact_accepted","1.00","12240059","Bacteria","actinobacteriota","actinomycetia","atropa belladonna (l.)","atropa belladonna","Resolved","exact_accepted","1.00","3802655","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.fitote.2019.104260","NA","diaporthe lithocarpus","endophytic","present","endophyte","isolated from the endophytic fungus diaporthe lithocarpus a740","NA","NA","abstract-csv","doi_10.1016_j.fitote.2019.104260","Relevant","Abstract","Abstract","Uncertain","10.1016/j.fitote.2019.104260","0","doi:10.1016/j.fitote.2019.104260","int_cd73ca81f44213d4","diaporthe lithocarpus","","Unresolved","no_match","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.2174/0929867326666190704130105","avicennia lanata","fusarium sp.","root","present","endophyte","isolated from root","mangrove","malaysia","abstract-csv","doi_10.2174_0929867326666190704130105","Relevant","Abstract","Abstract","Uncertain","10.2174/0929867326666190704130105","0","doi:10.2174/0929867326666190704130105","int_3b8d53e9c18a9214","fusarium sp.","fusarium","Resolved","genus_exact","0.70","2554026","Fungi","ascomycota","sordariomycetes","avicennia lanata","avicennia marina rumphiana","Resolved","synonym_map","0.95","8129257","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","20","10.1371/journal.pone.0219014","solanum lycopersicum l.","streptomyces thermocarboxydus","NA","present","endophyte","inoculated in vivo to enhance disease resistance, growth potential, and photosynthesis.","NA","saudi arabia","full-text","doi_10.1371_journal.pone.0219014","Relevant","Full-Text","Full-Text","Uncertain","10.1371/journal.pone.0219014","20","doi:10.1371/journal.pone.0219014","int_f0d0bd00e12cad99","streptomyces thermocarboxydus","streptomyces thermocarboxydus","Resolved","exact_accepted","1.00","3223746","Bacteria","actinobacteriota","actinomycetia","solanum lycopersicum l.","solanum lycopersicum","Resolved","exact_accepted","1.00","2930137","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1089/fpd.2018.2496","ginkgo biloba l.","bacillus subtilis (as endophytic bacteria","leaf","present","biocontrol","isolated from leaves of the ginkgo tree. exhibited antibacterial activity against multiple foodborne pathogens.","NA","NA","abstract-csv","doi_10.1089_fpd.2018.2496","Relevant","Abstract","Abstract","Uncertain","10.1089/fpd.2018.2496","0","doi:10.1089/fpd.2018.2496","int_43bc7e87f208aaee","bacillus subtilis (as endophytic bacteria","bacillus subtilis","Resolved","exact_accepted","1.00","10826006","Bacteria","firmicutes","bacilli","ginkgo biloba l.","ginkgo biloba","Resolved","exact_accepted","1.00","2687885","Plantae","tracheophyta","ginkgoopsida"
"Relevant","abstract","abstract","0","10.1089/fpd.2018.2496","ginkgo biloba l.","isolated from g. biloba)","leaf","present","biocontrol","isolated from leaves of the ginkgo tree. exhibited antibacterial activity against multiple foodborne pathogens.","NA","NA","abstract-csv","doi_10.1089_fpd.2018.2496","Relevant","Abstract","Abstract","Uncertain","10.1089/fpd.2018.2496","0","doi:10.1089/fpd.2018.2496","int_5cb661981571f0d8","isolated from g. biloba)","","Unresolved","no_match","0.00","","","NA","NA","ginkgo biloba l.","ginkgo biloba","Resolved","exact_accepted","1.00","2687885","Plantae","tracheophyta","ginkgoopsida"
"Relevant","abstract","abstract","0","10.1038/s41429-019-0206-8","ceriops tagal","cladosporium sp. js1-2","NA","present","endophyte","isolated from the mangrove ceriops tagal collected in south china sea","mangrove","china","abstract-csv","doi_10.1038_s41429-019-0206-8","Relevant","Abstract","Abstract","Uncertain","10.1038/s41429-019-0206-8","0","doi:10.1038/s41429-019-0206-8","int_443480a227706529","cladosporium sp. js1-2","cladosporium","Resolved","genus_exact","0.70","2518208","Fungi","ascomycota","dothideomycetes","ceriops tagal","ceriops tagal","Resolved","exact_accepted","1.00","3086518","Plantae","tracheophyta","magnoliopsida"
