row_index,paper_id,interaction_id,field_name,raw_token,cleaned_token,resolution_method,is_ambiguous,ambiguity_count,confidence
405,doi:10.19675/j.cnki.1006-687x.2019.05034,int_a538ffd34885a02c,fungal_taxon,z1),z,no_match,False,0,0.00
409,doi:10.16333/j.1001-6880.2019.12.010,int_8a61dd5aa03fa9e6,plant_host,suaeda glauce,suaeda glauce,no_match,False,0,0.00
411,doi:10.1134/s0026364819010033,int_30943899b62715a7,fungal_taxon,[acremonium s16.5,acremonium s,no_match,False,0,0.00
411,doi:10.1134/s0026364819010033,int_30943899b62715a7,plant_host,wild herbaceous plants (unspecified),wild herbaceous,no_match,False,0,0.00
412,doi:10.1134/s0026364819010033,int_2bb18893dad6d585,fungal_taxon,alternaria penicillatum,alternaria penicillatum,no_match,False,0,0.00
412,doi:10.1134/s0026364819010033,int_2bb18893dad6d585,plant_host,wild herbaceous plants (unspecified),wild herbaceous,no_match,False,0,0.00
413,doi:10.1134/s0026364819010033,int_39381437403020cb,plant_host,wild herbaceous plants (unspecified),wild herbaceous,no_match,False,0,0.00
414,doi:10.1134/s0026364819010033,int_d2992e4baea3ea5f,plant_host,wild herbaceous plants (unspecified),wild herbaceous,no_match,False,0,0.00
418,doi:10.5943/cream/9/1/20,int_aec617daee81570f,fungal_taxon,[18 different species,different species,no_match,False,0,0.00
419,doi:10.5943/cream/9/1/20,int_0f050d2d34c5a668,fungal_taxon,10 genera,genera,no_match,False,0,0.00
419,doi:10.5943/cream/9/1/20,int_0f050d2d34c5a668,fungal_taxon,7 orders],orders,no_match,False,0,0.00
422,doi:10.22092/botany.2019.125181.1142,int_3dc4fd5195287000,fungal_taxon,platas & pel?ez,platas pel,no_match,False,0,0.00
433,doi:10.15835/nsb11310343,int_52ff92d5aad1ae84,plant_host,b. pallida munro,b. pallida,abbreviation_context_first,True,16,0.55
434,doi:10.15835/nsb11310343,int_6496310f5d7219b0,plant_host,b. pallida munro,b. pallida,abbreviation_context_first,True,16,0.55
435,doi:10.15835/nsb11310343,int_00a3b07b4dc78d6b,plant_host,b. pallida munro,b. pallida,abbreviation_context_first,True,16,0.55
436,doi:10.15835/nsb11310343,int_3035eeca654eeddd,plant_host,b. pallida munro,b. pallida,abbreviation_context_first,True,16,0.55
437,doi:10.15835/nsb11310343,int_458b45d970a52de5,plant_host,b. pallida munro,b. pallida,abbreviation_context_first,True,16,0.55
438,doi:10.15835/nsb11310343,int_17f11715615091f0,plant_host,b. nutans wall. ex. munro,b. nutans,abbreviation_context_first,True,7,0.55
439,doi:10.15835/nsb11310343,int_4d06807a16d7990a,plant_host,b. nutans wall. ex. munro,b. nutans,abbreviation_context_first,True,7,0.55
440,doi:10.15835/nsb11310343,int_551fa302b2e5dfb9,plant_host,b. nutans wall. ex. munro,b. nutans,abbreviation_context_first,True,7,0.55
441,doi:10.15835/nsb11310343,int_bff9e05eebc0e8e4,plant_host,b. nutans wall. ex. munro,b. nutans,abbreviation_context_first,True,7,0.55
442,doi:10.15835/nsb11310343,int_833d4f5d2a8c4621,plant_host,b. nutans wall. ex. munro,b. nutans,abbreviation_context_first,True,7,0.55
443,doi:10.21608/nrmj.2019.28109,int_7df214673ec8c8eb,plant_host,fennel (foeniculum vulgare),fennel,no_match,False,0,0.00
451,doi:10.11829/j.issn.1001-0629.2019-0315,int_2f1c5df5214e788d,plant_host,more than 400 gramineous plants across more than 70 genera in 7 families or subfamilies,more than,no_match,False,0,0.00
457,doi:10.22207/jpam.13.4.17,int_50296cced7b0d091,plant_host,convalvulus arrensis,convalvulus arrensis,no_match,False,0,0.00
459,doi:10.22207/jpam.13.4.17,int_86c12e93a3df4f5b,plant_host,erchharnia crassipes,erchharnia crassipes,no_match,False,0,0.00
466,doi:10.14720/aas.2019.114.1.12,int_c445733ff9dab50c,fungal_taxon,basidiomycota] - specific species not provided,basidiomycota -,no_match,False,0,0.00
468,doi:10.5958/0974-4614.2019.00034.2,int_68e24d65a19865b9,plant_host,taxus species,taxus species,no_match,False,0,0.00
479,doi:10.1016/j.btre.2018.e00282,int_1b1ad5248d892a59,plant_host,endemic medicinal plants (not specified at species level),endemic medicinal,no_match,False,0,0.00
480,doi:10.14720/aas.2019.113.1.16,int_2dff8bdd329ad265,fungal_taxon,mycorrhizal fungi,mycorrhizal fungi,no_match,False,0,0.00
483,doi:10.13287/j.1001-9332.201812.040,int_1c1b723b4f4dd608,fungal_taxon,[epichlo sibiricum,epichlo sibiricum,no_match,False,0,0.00
484,doi:10.13287/j.1001-9332.201812.040,int_4ac0eecfaa054678,fungal_taxon,epichlo gansuensis],epichlo gansuensis,no_match,False,0,0.00
485,doi:10.1080/14786419.2017.1380011,int_f201d5859ff8e4c6,fungal_taxon,endophytic bipolaris sp.,endophytic bipolaris,no_match,False,0,0.00
