relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,relevance_raw,doc_type_ai_raw,doc_type_ai_clean,presence_absence_clean,doi_clean,page_count_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,abstract,abstract,0,10.1007/s40011-018-1053-2,gloriosa superba (l.),fusarium oxysporum,"root, stem, leaf",present,endophytic,"isolated from roots, stems and leaves. identified based on morphotyping and its dna sequences.",NA,india,abstract-csv,doi_10.1007_s40011-018-1053-2,Relevant,Abstract,Abstract,Presence,10.1007/s40011-018-1053-2,0,doi:10.1007/s40011-018-1053-2,int_4a3fa67e3decceed,fusarium oxysporum,fusarium oxysporum,Resolved,exact_accepted,1.00,5251961,gloriosa superba (l.),gloriosa superba,Resolved,exact_accepted,1.00,2740024
Relevant,abstract,abstract,0,10.1007/s40011-018-1053-2,gloriosa superba (l.),f. solani,"root, stem, leaf",present,endophytic,"isolated from roots, stems and leaves. identified based on morphotyping and its dna sequences.",NA,india,abstract-csv,doi_10.1007_s40011-018-1053-2,Relevant,Abstract,Abstract,Presence,10.1007/s40011-018-1053-2,0,doi:10.1007/s40011-018-1053-2,int_a3113cea8a801b5c,f. solani,fusarium solani,Resolved,abbreviation_context_first,0.75,9581851,gloriosa superba (l.),gloriosa superba,Resolved,exact_accepted,1.00,2740024
Relevant,abstract,abstract,0,10.1007/s40011-018-1053-2,gloriosa superba (l.),talaromyces pinophilus,"root, stem, leaf",present,endophytic,"isolated from roots, stems and leaves. identified based on morphotyping and its dna sequences.",NA,india,abstract-csv,doi_10.1007_s40011-018-1053-2,Relevant,Abstract,Abstract,Presence,10.1007/s40011-018-1053-2,0,doi:10.1007/s40011-018-1053-2,int_6b450047091e5776,talaromyces pinophilus,talaromyces pinophilus,Resolved,exact_accepted,1.00,8079970,gloriosa superba (l.),gloriosa superba,Resolved,exact_accepted,1.00,2740024
Relevant,abstract,abstract,0,10.1007/s40011-018-1053-2,gloriosa superba (l.),oidiodendron spp.,"root, stem, leaf",present,endophytic,"isolated from roots, stems and leaves. identified based on morphotyping and its dna sequences.",NA,india,abstract-csv,doi_10.1007_s40011-018-1053-2,Relevant,Abstract,Abstract,Presence,10.1007/s40011-018-1053-2,0,doi:10.1007/s40011-018-1053-2,int_9ee8d1a42ebecf2d,oidiodendron spp.,oidiodendron,Resolved,exact_accepted,1.00,2626623,gloriosa superba (l.),gloriosa superba,Resolved,exact_accepted,1.00,2740024
Relevant,abstract,abstract,0,10.1007/s40011-018-1053-2,gloriosa superba (l.),colletotrichum gleosporioides,"root, stem, leaf",present,endophytic,"isolated from roots, stems and leaves. identified based on morphotyping and its dna sequences.",NA,india,abstract-csv,doi_10.1007_s40011-018-1053-2,Relevant,Abstract,Abstract,Presence,10.1007/s40011-018-1053-2,0,doi:10.1007/s40011-018-1053-2,int_3c4e742098887a53,colletotrichum gleosporioides,,Unresolved,no_match,0.00,,gloriosa superba (l.),gloriosa superba,Resolved,exact_accepted,1.00,2740024
Relevant,abstract,abstract,0,10.1016/j.tcsw.2019.100026,NA,fungus (chitin and ?-glucan),NA,present,pathogenic,the interaction between plant defensins (nad1 and others) and fungal cell wall polysaccharides (chitin and ?-glucan),NA,NA,abstract-csv,doi_10.1016_j.tcsw.2019.100026,Relevant,Abstract,Abstract,Presence,10.1016/j.tcsw.2019.100026,0,doi:10.1016/j.tcsw.2019.100026,int_d38733b984a4d5e2,fungus (chitin and ?-glucan),,Unresolved,no_match,0.00,,NA,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.7501/j.issn.0253-2670.2019.23.027,dendrobium officinale,gxrz2,"seedling stem and leaf, root",present,endophytic,isolated from dendrobium officinale seedlings,not specified in text,not specified in text,abstract-csv,doi_10.7501_j.issn.0253-2670.2019.23.027,Relevant,Abstract,Abstract,Presence,10.7501/j.issn.0253-2670.2019.23.027,0,doi:10.7501/j.issn.0253-2670.2019.23.027,int_ef8009740b09b3f1,gxrz2,,Unresolved,no_match,0.00,,dendrobium officinale,dendrobium officinale,Resolved,exact_accepted,1.00,5317472
Relevant,abstract,abstract,0,10.7501/j.issn.0253-2670.2019.23.027,dendrobium officinale,gxrz3,"seedling stem and leaf, root",present,endophytic,isolated from dendrobium officinale seedlings,not specified in text,not specified in text,abstract-csv,doi_10.7501_j.issn.0253-2670.2019.23.027,Relevant,Abstract,Abstract,Presence,10.7501/j.issn.0253-2670.2019.23.027,0,doi:10.7501/j.issn.0253-2670.2019.23.027,int_30f6686a4ad66efb,gxrz3,,Unresolved,no_match,0.00,,dendrobium officinale,dendrobium officinale,Resolved,exact_accepted,1.00,5317472
Relevant,abstract,abstract,0,10.7501/j.issn.0253-2670.2019.23.027,dendrobium officinale,gxrz10,"seedling stem and leaf, root",present,endophytic,isolated from dendrobium officinale seedlings,not specified in text,not specified in text,abstract-csv,doi_10.7501_j.issn.0253-2670.2019.23.027,Relevant,Abstract,Abstract,Presence,10.7501/j.issn.0253-2670.2019.23.027,0,doi:10.7501/j.issn.0253-2670.2019.23.027,int_103af8ad738e689c,gxrz10,,Unresolved,no_match,0.00,,dendrobium officinale,dendrobium officinale,Resolved,exact_accepted,1.00,5317472
Relevant,full-text,abstract,0,10.13057/biodiv/d201245,cordyline fruticosa,endophytic fungus db1 (preliminary identification: neurospora tetrasperma strain apbsdsf108),leaf,present,endophytic,isolated from cordyline fruticosa leaves,unspecified,unspecified,abstract-csv,doi_10.13057_biodiv_d201245,Relevant,Full-Text,Full-Text,Presence,10.13057/biodiv/d201245,0,doi:10.13057/biodiv/d201245,int_af5c263a10ab53de,endophytic fungus db1 (preliminary identification: neurospora tetrasperma strain apbsdsf108),,Unresolved,descriptor_non_taxon,0.00,,cordyline fruticosa,cordyline fruticosa,Resolved,exact_accepted,1.00,2766278
Relevant,abstract,abstract,0,10.1007/s40011-018-1046-1,tinospora cordifolia miers.,pseudofusicoccum adansoniae,photosynthetic root,present,endophytic,isolated from photosynthetic root.,NA,NA,abstract-csv,doi_10.1007_s40011-018-1046-1,Relevant,Abstract,Abstract,Presence,10.1007/s40011-018-1046-1,0,doi:10.1007/s40011-018-1046-1,int_8d8ad6d2e757ead8,pseudofusicoccum adansoniae,pseudofusicoccum adansoniae,Resolved,exact_accepted,1.00,5894691,tinospora cordifolia miers.,tinospora cordifolia,Resolved,exact_accepted,1.00,7520328
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,xylaria,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_32ba748df2b74cb3,xylaria,xylaria,Resolved,exact_accepted,1.00,2568748,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,fusarium,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_15aa1564f5bce6ae,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,phoma,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_bc17e3280d9af608,phoma,phoma,Resolved,exact_accepted,1.00,2513988,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,pestalotiopsis,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_05b40f3f53de3c4b,pestalotiopsis,pestalotiopsis,Resolved,exact_accepted,1.00,2574855,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,colletotrichum,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_e1cc85074e8b16cf,colletotrichum,colletotrichum,Resolved,exact_accepted,1.00,2563219,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,pallidocercospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_b75b3524c868c29c,pallidocercospora,pallidocercospora,Resolved,exact_accepted,1.00,8176448,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,pantospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_d00ddbf2917a6f7f,pantospora,pantospora,Resolved,exact_accepted,1.00,2621553,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,gastrochilus,phyllosticta,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_e3ad3234e00c4634,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,gastrochilus,gastrochilus,Resolved,exact_accepted,1.00,2804118
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,xylaria,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_d840cd42f86a1c3c,xylaria,xylaria,Resolved,exact_accepted,1.00,2568748,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,fusarium,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_dfc3c00df893ee19,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,phoma,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_ca7d9a84ea4352c4,phoma,phoma,Resolved,exact_accepted,1.00,2513988,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,pestalotiopsis,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_2fa86de5223383bb,pestalotiopsis,pestalotiopsis,Resolved,exact_accepted,1.00,2574855,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,colletotrichum,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_3e221ab5d21ba0e7,colletotrichum,colletotrichum,Resolved,exact_accepted,1.00,2563219,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,pallidocercospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_885e69f5626ee436,pallidocercospora,pallidocercospora,Resolved,exact_accepted,1.00,8176448,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,pantospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_f5fd81734ffba293,pantospora,pantospora,Resolved,exact_accepted,1.00,2621553,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,cleisostoma,phyllosticta,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_e3f543b03e5405d7,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,cleisostoma,cleisostoma,Resolved,exact_accepted,1.00,2785451
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,xylaria,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_df06dea083e2db69,xylaria,xylaria,Resolved,exact_accepted,1.00,2568748,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,fusarium,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_29c5e11ab553580f,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,phoma,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_faa53d53b1da415e,phoma,phoma,Resolved,exact_accepted,1.00,2513988,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,pestalotiopsis,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_12b372cac1c91401,pestalotiopsis,pestalotiopsis,Resolved,exact_accepted,1.00,2574855,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,colletotrichum,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_bef4d6fab2c3f70f,colletotrichum,colletotrichum,Resolved,exact_accepted,1.00,2563219,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,pallidocercospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_27ae150988cfd999,pallidocercospora,pallidocercospora,Resolved,exact_accepted,1.00,8176448,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,pantospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_611ca9a44d4737dd,pantospora,pantospora,Resolved,exact_accepted,1.00,2621553,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,eria,phyllosticta,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_521aaed55300d8ae,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,eria,eria,Resolved,exact_accepted,1.00,7559461
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,xylaria,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_9a7fd329c5d691ce,xylaria,xylaria,Resolved,exact_accepted,1.00,2568748,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,fusarium,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_c61ed177d21bcdb8,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,phoma,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_263fa7538474093c,phoma,phoma,Resolved,exact_accepted,1.00,2513988,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,pestalotiopsis,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_508d768971701342,pestalotiopsis,pestalotiopsis,Resolved,exact_accepted,1.00,2574855,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,colletotrichum,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_5e95d07e51416967,colletotrichum,colletotrichum,Resolved,exact_accepted,1.00,2563219,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,pallidocercospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_f6e0b5a6322db3e3,pallidocercospora,pallidocercospora,Resolved,exact_accepted,1.00,8176448,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,pantospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_83236bbf3c77dbaa,pantospora,pantospora,Resolved,exact_accepted,1.00,2621553,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,coelogyne,phyllosticta,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_d69a5adbeb4830df,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,coelogyne,coelogyne,Resolved,exact_accepted,1.00,2811365
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,vanda,xylaria,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_2a6fae1895d96bb9,xylaria,xylaria,Resolved,exact_accepted,1.00,2568748,vanda,vanda,Resolved,exact_accepted,1.00,2783121
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,vanda,fusarium,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_28d02a52d8245fb5,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,vanda,vanda,Resolved,exact_accepted,1.00,2783121
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,vanda,phoma,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_2d1f6274dd3203e8,phoma,phoma,Resolved,exact_accepted,1.00,2513988,vanda,vanda,Resolved,exact_accepted,1.00,2783121
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,vanda,pestalotiopsis,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_f6f6bccdcff22965,pestalotiopsis,pestalotiopsis,Resolved,exact_accepted,1.00,2574855,vanda,vanda,Resolved,exact_accepted,1.00,2783121
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,vanda,colletotrichum,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_62372054d56d3480,colletotrichum,colletotrichum,Resolved,exact_accepted,1.00,2563219,vanda,vanda,Resolved,exact_accepted,1.00,2783121
Relevant,abstract,abstract,0,10.13346/j.mycosystema.190190,vanda,pallidocercospora,"root, stem, leaf",present,endophytic,isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna,"naban river watershed national nature reserve, xishuangbanna",china,abstract-csv,doi_10.13346_j.mycosystema.190190,Relevant,Abstract,Abstract,Presence,10.13346/j.mycosystema.190190,0,doi:10.13346/j.mycosystema.190190,int_184d0c6c06f8e2e0,pallidocercospora,pallidocercospora,Resolved,exact_accepted,1.00,8176448,vanda,vanda,Resolved,exact_accepted,1.00,2783121
