id,countries_detected,global_north_countries,global_south_countries,continents_detected,regions_detected,has_coordinates,geographic_summary
7354,NA,NA,NA,NA,NA,FALSE,NA
5979,India,NA,India,NA,NA,FALSE,India
11315,NA,NA,NA,NA,marine,FALSE,marine
18292,NA,NA,NA,NA,NA,FALSE,NA
7765,NA,NA,NA,NA,mangrove; lagoon,FALSE,mangrove; lagoon
12185,NA,NA,NA,NA,NA,FALSE,NA
8340,NA,NA,NA,NA,NA,FALSE,NA
14216,NA,NA,NA,NA,plantation,FALSE,plantation
746,NA,NA,NA,NA,prairie,FALSE,prairie
319,NA,NA,NA,NA,NA,TRUE,NA
2980,US,US,NA,NA,NA,FALSE,US
21310,NA,NA,NA,NA,NA,FALSE,NA
11553,NA,NA,NA,NA,NA,FALSE,NA
7440,China,NA,China,NA,NA,FALSE,China
12617,United States,United States,NA,NA,temperate,FALSE,United States; temperate
13285,NA,NA,NA,NA,NA,TRUE,NA
19491,India,NA,India,NA,NA,FALSE,India
5098,NA,NA,NA,NA,lowland; subalpine,FALSE,lowland; subalpine
21180,NA,NA,NA,NA,NA,FALSE,NA
20510,NA,NA,NA,NA,NA,FALSE,NA
1275,Poland,Poland,NA,NA,NA,FALSE,Poland
19257,NA,NA,NA,NA,NA,FALSE,NA
17011,Uganda,NA,Uganda,africa,NA,FALSE,Uganda; africa
2602,Germany,Germany,NA,NA,NA,FALSE,Germany
7879,Spain,Spain,NA,NA,NA,FALSE,Spain
11594,NA,NA,NA,NA,NA,FALSE,NA
16627,United States; China,United States,China,NA,northeast,TRUE,United States; China; northeast
17214,Netherlands; Hungary; China,Netherlands; Hungary,China,NA,NA,TRUE,Netherlands; Hungary; China
19728,NA,NA,NA,NA,NA,FALSE,NA
5894,NA,NA,NA,NA,NA,TRUE,NA
1942,NA,NA,NA,NA,NA,FALSE,NA
12689,Panama,NA,Panama,NA,lowland; tropical,FALSE,Panama; lowland; tropical
5015,China,NA,China,NA,NA,FALSE,China
11806,NA,NA,NA,NA,NA,TRUE,NA
5719,NA,NA,NA,NA,NA,FALSE,NA
9965,Brazil,NA,Brazil,NA,caatinga; dry forest; northeast,FALSE,Brazil; caatinga; dry forest; northeast
16617,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean
12585,NA,NA,NA,NA,NA,FALSE,NA
12162,NA,NA,NA,NA,NA,TRUE,NA
19628,Antarctica,NA,Antarctica,antarctica; antarctic,NA,FALSE,Antarctica; antarctica; antarctic
19136,NA,NA,NA,NA,NA,FALSE,NA
12182,NA,NA,NA,NA,NA,FALSE,NA
17497,NA,NA,NA,NA,NA,FALSE,NA
19426,NA,NA,NA,NA,NA,FALSE,NA
19224,NA,NA,NA,NA,NA,TRUE,NA
20299,NA,NA,NA,NA,tropical,TRUE,tropical
9313,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
12046,NA,NA,NA,NA,NA,FALSE,NA
19726,NA,NA,NA,NA,NA,FALSE,NA
20005,NA,NA,NA,NA,NA,FALSE,NA
20898,NA,NA,NA,NA,arid,FALSE,arid
13254,NA,NA,NA,NA,NA,TRUE,NA
5361,New Zealand,New Zealand,NA,NA,NA,FALSE,New Zealand
11080,NA,NA,NA,NA,boreal,FALSE,boreal
16064,NA,NA,NA,NA,NA,FALSE,NA
15090,NA,NA,NA,NA,NA,FALSE,NA
20621,India,NA,India,NA,NA,FALSE,India
3598,NA,NA,NA,NA,agroecosystem,FALSE,agroecosystem
15150,NA,NA,NA,NA,amazon; neotropical,FALSE,amazon; neotropical
20529,NA,NA,NA,NA,NA,FALSE,NA
17090,USA,USA,NA,NA,NA,FALSE,USA
8387,Germany,Germany,NA,NA,NA,FALSE,Germany
18935,NA,NA,NA,NA,NA,TRUE,NA
14331,NA,NA,NA,NA,NA,TRUE,NA
19347,NA,NA,NA,NA,NA,FALSE,NA
6915,NA,NA,NA,NA,NA,FALSE,NA
7340,NA,NA,NA,NA,desert,FALSE,desert
14372,Brazil,NA,Brazil,NA,mangrove,FALSE,Brazil; mangrove
9719,NA,NA,NA,NA,NA,FALSE,NA
14081,India,NA,India,NA,western ghats,FALSE,India; western ghats
14352,NA,NA,NA,NA,NA,TRUE,NA
17153,United States; India,United States,India,NA,NA,FALSE,United States; India
10862,NA,NA,NA,NA,NA,FALSE,NA
8583,NA,NA,NA,NA,NA,FALSE,NA
12974,NA,NA,NA,NA,NA,FALSE,NA
2659,NA,NA,NA,NA,NA,FALSE,NA
20117,NA,NA,NA,NA,NA,FALSE,NA
18880,NA,NA,NA,NA,NA,FALSE,NA
18056,Madagascar,NA,Madagascar,NA,madagascar,FALSE,Madagascar; madagascar
2239,NA,NA,NA,NA,agroecosystem,FALSE,agroecosystem
11899,NA,NA,NA,NA,NA,FALSE,NA
17104,NA,NA,NA,NA,NA,FALSE,NA
12635,NA,NA,NA,NA,NA,FALSE,NA
6057,NA,NA,NA,NA,savanna,FALSE,savanna
9819,NA,NA,NA,NA,NA,FALSE,NA
2655,China,NA,China,NA,NA,FALSE,China
7145,NA,NA,NA,NA,NA,TRUE,NA
7259,NA,NA,NA,NA,NA,FALSE,NA
16011,NA,NA,NA,NA,NA,FALSE,NA
18688,NA,NA,NA,NA,NA,FALSE,NA
1776,NA,NA,NA,NA,NA,FALSE,NA
14212,NA,NA,NA,NA,NA,FALSE,NA
5612,Panama,NA,Panama,NA,tropical,FALSE,Panama; tropical
13731,NA,NA,NA,NA,NA,FALSE,NA
7988,NA,NA,NA,NA,NA,FALSE,NA
19880,NA,NA,NA,NA,NA,FALSE,NA
20357,NA,NA,NA,NA,NA,FALSE,NA
7360,NA,NA,NA,NA,NA,FALSE,NA
9895,NA,NA,NA,NA,NA,FALSE,NA
17843,Ireland,Ireland,NA,NA,NA,FALSE,Ireland
7646,Australia; Brunei,Australia,Brunei,australia,NA,FALSE,Australia; Brunei; australia
17598,NA,NA,NA,NA,NA,FALSE,NA
4503,NA,NA,NA,NA,NA,FALSE,NA
4750,NA,NA,NA,NA,NA,FALSE,NA
11040,Antarctica,NA,Antarctica,antarctica,arctic,FALSE,Antarctica; antarctica; arctic
13358,NA,NA,NA,NA,NA,FALSE,NA
10509,Ecuador,NA,Ecuador,NA,tropical; montane,FALSE,Ecuador; tropical; montane
15294,NA,NA,NA,NA,NA,FALSE,NA
20884,NA,NA,NA,NA,NA,TRUE,NA
5485,NA,NA,NA,NA,pasture; valley,FALSE,pasture; valley
16353,NA,NA,NA,NA,NA,TRUE,NA
5533,NA,NA,NA,NA,NA,FALSE,NA
16006,Brazil; Brasil,NA,Brazil; Brasil,NA,NA,FALSE,Brazil; Brasil
9238,NA,NA,NA,NA,NA,FALSE,NA
1824,Argentina,NA,Argentina,south america,NA,FALSE,Argentina; south america
18825,NA,NA,NA,NA,NA,FALSE,NA
833,NA,NA,NA,NA,NA,FALSE,NA
5006,NA,NA,NA,NA,NA,FALSE,NA
1665,China,NA,China,NA,beach,FALSE,China; beach
14917,NA,NA,NA,NA,NA,FALSE,NA
7374,NA,NA,NA,NA,NA,FALSE,NA
9982,NA,NA,NA,NA,NA,FALSE,NA
19953,NA,NA,NA,NA,temperate,FALSE,temperate
12996,NA,NA,NA,NA,NA,FALSE,NA
17659,NA,NA,NA,NA,NA,FALSE,NA
16873,NA,NA,NA,NA,NA,FALSE,NA
10836,NA,NA,NA,NA,NA,FALSE,NA
14869,NA,NA,NA,NA,NA,FALSE,NA
1248,NA,NA,NA,NA,river; amazon,FALSE,river; amazon
14313,NA,NA,NA,NA,acidic,FALSE,acidic
2130,USA,USA,NA,NA,NA,FALSE,USA
9254,NA,NA,NA,NA,NA,FALSE,NA
890,NA,NA,NA,NA,NA,FALSE,NA
1851,NA,NA,NA,NA,NA,FALSE,NA
8278,Norway,Norway,NA,NA,boreal,FALSE,Norway; boreal
19281,NA,NA,NA,NA,NA,FALSE,NA
6600,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
5871,NA,NA,NA,NA,NA,FALSE,NA
4647,NA,NA,NA,NA,NA,FALSE,NA
7887,NA,NA,NA,NA,NA,TRUE,NA
13009,NA,NA,NA,NA,NA,TRUE,NA
705,NA,NA,NA,NA,NA,FALSE,NA
395,NA,NA,NA,NA,NA,FALSE,NA
6859,NA,NA,NA,NA,NA,FALSE,NA
13403,NA,NA,NA,NA,NA,FALSE,NA
438,NA,NA,NA,NA,NA,TRUE,NA
16759,United States,United States,NA,NA,pasture,FALSE,United States; pasture
13284,NA,NA,NA,NA,NA,FALSE,NA
4975,NA,NA,NA,NA,NA,TRUE,NA
4103,NA,NA,NA,NA,NA,FALSE,NA
19492,NA,NA,NA,NA,NA,FALSE,NA
18586,NA,NA,NA,NA,marine,FALSE,marine
18482,NA,NA,NA,NA,NA,FALSE,NA
17554,NA,NA,NA,NA,mangrove,FALSE,mangrove
3551,NA,NA,NA,NA,NA,FALSE,NA
13566,Georgia,NA,Georgia,NA,pasture,TRUE,Georgia; pasture
14956,NA,NA,NA,NA,NA,FALSE,NA
6469,China,NA,China,NA,NA,TRUE,China
11368,NA,NA,NA,NA,NA,FALSE,NA
15956,NA,NA,NA,NA,NA,TRUE,NA
3373,NA,NA,NA,NA,NA,FALSE,NA
1208,Finland,Finland,NA,NA,tundra,FALSE,Finland; tundra
18522,NA,NA,NA,NA,NA,FALSE,NA
2392,Georgia,NA,Georgia,NA,coastal; plain; pasture; upland,FALSE,Georgia; coastal; plain; pasture; upland
16740,NA,NA,NA,NA,temperate,FALSE,temperate
13349,NA,NA,NA,NA,NA,TRUE,NA
11804,NA,NA,NA,NA,NA,FALSE,NA
11049,NA,NA,NA,NA,NA,FALSE,NA
9368,NA,NA,NA,NA,NA,FALSE,NA
172,NA,NA,NA,NA,tropical,FALSE,tropical
7742,NA,NA,NA,NA,NA,FALSE,NA
13603,NA,NA,NA,NA,NA,TRUE,NA
11908,NA,NA,NA,NA,NA,FALSE,NA
4976,NA,NA,NA,NA,NA,FALSE,NA
7697,Nepal; India; Bhutan; China; Pakistan,NA,Nepal; India; Bhutan; China; Pakistan,NA,tree line; himalayan,FALSE,Nepal; India; Bhutan; China; Pakistan; tree line; himalayan
18870,NA,NA,NA,NA,semi-arid,FALSE,semi-arid
3324,NA,NA,NA,NA,NA,FALSE,NA
15553,Indonesia,NA,Indonesia,NA,indonesian,FALSE,Indonesia; indonesian
13072,NA,NA,NA,NA,NA,FALSE,NA
12823,NA,NA,NA,NA,NA,FALSE,NA
3738,NA,NA,NA,NA,NA,FALSE,NA
3268,NA,NA,NA,NA,NA,FALSE,NA
20101,NA,NA,NA,NA,subtropical; lake,FALSE,subtropical; lake
14669,NA,NA,NA,NA,NA,FALSE,NA
8929,NA,NA,NA,NA,NA,FALSE,NA
20558,NA,NA,NA,NA,NA,FALSE,NA
5408,Taiwan,Taiwan,NA,NA,NA,FALSE,Taiwan
2645,Antarctica,NA,Antarctica,antarctic; antarctica,plateau,TRUE,Antarctica; antarctic; antarctica; plateau
11034,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
2446,India,NA,India,NA,NA,FALSE,India
13268,NA,NA,NA,NA,NA,FALSE,NA
7658,NA,NA,NA,NA,NA,FALSE,NA
5189,NA,NA,NA,NA,orchard,FALSE,orchard
13943,China,NA,China,NA,river; nature reserve,TRUE,China; river; nature reserve
4396,NA,NA,NA,NA,NA,FALSE,NA
19526,Algeria,NA,Algeria,NA,NA,FALSE,Algeria
2052,NA,NA,NA,NA,NA,FALSE,NA
13900,NA,NA,NA,NA,NA,FALSE,NA
5252,NA,NA,NA,NA,NA,TRUE,NA
19868,NA,NA,NA,NA,NA,FALSE,NA
11859,NA,NA,NA,NA,mangrove,FALSE,mangrove
17166,NA,NA,NA,NA,NA,FALSE,NA
16141,Indonesia,NA,Indonesia,NA,indonesian,TRUE,Indonesia; indonesian
17575,NA,NA,NA,NA,siberian,FALSE,siberian
3318,United States,United States,NA,NA,NA,FALSE,United States
5113,NA,NA,NA,NA,marine,FALSE,marine
2400,NA,NA,NA,NA,NA,FALSE,NA
1086,NA,NA,NA,NA,NA,FALSE,NA
94,NA,NA,NA,NA,savanna,FALSE,savanna
8805,NA,NA,NA,NA,amazonia,TRUE,amazonia
13221,NA,NA,NA,NA,marine,TRUE,marine
5194,Italy,Italy,NA,NA,NA,FALSE,Italy
9011,NA,NA,NA,NA,NA,FALSE,NA
11875,NA,NA,NA,NA,middle east,FALSE,middle east
2948,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
7751,NA,NA,NA,NA,NA,FALSE,NA
14344,NA,NA,NA,NA,NA,TRUE,NA
18716,NA,NA,NA,NA,NA,FALSE,NA
12414,NA,NA,NA,NA,NA,TRUE,NA
3571,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
20323,NA,NA,NA,NA,NA,TRUE,NA
12889,NA,NA,NA,NA,NA,FALSE,NA
4874,NA,NA,NA,NA,NA,FALSE,NA
1919,China,NA,China,NA,NA,FALSE,China
17714,NA,NA,NA,NA,mangrove,FALSE,mangrove
15040,NA,NA,NA,NA,NA,FALSE,NA
15248,NA,NA,NA,NA,NA,FALSE,NA
14447,Indonesia,NA,Indonesia,asia,indonesian,FALSE,Indonesia; asia; indonesian
13613,NA,NA,NA,NA,NA,FALSE,NA
3279,NA,NA,NA,NA,NA,FALSE,NA
12171,Germany,Germany,NA,NA,NA,FALSE,Germany
20862,China; Mongolia,NA,China; Mongolia,NA,agricultural ecosystem; steppe; grassland,FALSE,China; Mongolia; agricultural ecosystem; steppe; grassland
15239,Indonesia,NA,Indonesia,NA,sumatra; indonesian,FALSE,Indonesia; sumatra; indonesian
19781,NA,NA,NA,NA,NA,FALSE,NA
12358,NA,NA,NA,NA,NA,FALSE,NA
5151,NA,NA,NA,NA,NA,FALSE,NA
8864,USA; Jersey,USA; Jersey,NA,NA,NA,FALSE,USA; Jersey
5403,NA,NA,NA,NA,NA,FALSE,NA
1145,NA,NA,NA,NA,brazilian cerrado,FALSE,brazilian cerrado
3086,NA,NA,NA,NA,rain forest; neotropical,FALSE,rain forest; neotropical
13890,NA,NA,NA,NA,temperate; tropical,FALSE,temperate; tropical
21256,Philippines; Thailand; Vietnam; Malaysia; Indonesia; Myanmar; Cambodia; Laos,NA,Philippines; Thailand; Vietnam; Malaysia; Indonesia; Myanmar; Cambodia; Laos,NA,philippines; southeast,FALSE,Philippines; Thailand; Vietnam; Malaysia; Indonesia; Myanmar; Cambodia; Laos; philippines; southeast
18414,NA,NA,NA,NA,NA,FALSE,NA
18545,P.R.C.,NA,P.R.C.,NA,NA,FALSE,P.R.C.
15078,NA,NA,NA,NA,NA,FALSE,NA
5587,NA,NA,NA,NA,marine,FALSE,marine
9879,China,NA,China,NA,NA,FALSE,China
8306,NA,NA,NA,NA,tropical,TRUE,tropical
9869,NA,NA,NA,NA,NA,FALSE,NA
4948,US,US,NA,NA,NA,FALSE,US
16022,NA,NA,NA,NA,mangrove; coastal,FALSE,mangrove; coastal
1190,NA,NA,NA,NA,NA,FALSE,NA
13364,Canada; Japan,Canada; Japan,NA,NA,japan,FALSE,Canada; Japan; japan
20262,NA,NA,NA,NA,NA,TRUE,NA
11919,Colombia,NA,Colombia,NA,tropical,FALSE,Colombia; tropical
15897,India,NA,India,NA,NA,TRUE,India
20034,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
14910,US,US,NA,NA,NA,FALSE,US
9592,NA,NA,NA,NA,NA,FALSE,NA
2145,NA,NA,NA,NA,NA,FALSE,NA
7118,NA,NA,NA,NA,NA,FALSE,NA
2206,China,NA,China,NA,NA,FALSE,China
14972,India,NA,India,NA,NA,FALSE,India
12210,NA,NA,NA,NA,boreal,FALSE,boreal
14040,NA,NA,NA,NA,NA,FALSE,NA
13224,NA,NA,NA,NA,NA,TRUE,NA
1162,NA,NA,NA,NA,NA,FALSE,NA
20044,NA,NA,NA,NA,NA,FALSE,NA
6229,NA,NA,NA,NA,mangrove,TRUE,mangrove
14445,Canada,Canada,NA,NA,canadian,FALSE,Canada; canadian
4372,NA,NA,NA,NA,NA,FALSE,NA
18883,NA,NA,NA,NA,NA,FALSE,NA
12731,China; Nepal,NA,China; Nepal,NA,himalayas,FALSE,China; Nepal; himalayas
20424,NA,NA,NA,NA,NA,FALSE,NA
12777,NA,NA,NA,NA,NA,FALSE,NA
11711,NA,NA,NA,NA,NA,FALSE,NA
5002,NA,NA,NA,NA,NA,FALSE,NA
3517,NA,NA,NA,NA,NA,FALSE,NA
3837,NA,NA,NA,NA,NA,FALSE,NA
4887,NA,NA,NA,NA,NA,FALSE,NA
9535,NA,NA,NA,NA,marsh; boreal,FALSE,marsh; boreal
11370,NA,NA,NA,NA,NA,TRUE,NA
5442,NA,NA,NA,NA,NA,FALSE,NA
15683,Switzerland,Switzerland,NA,NA,mangrove,TRUE,Switzerland; mangrove
3645,NA,NA,NA,NA,NA,FALSE,NA
8826,South Africa,NA,South Africa,africa,southern africa,FALSE,South Africa; africa; southern africa
5072,New Zealand,New Zealand,NA,NA,NA,FALSE,New Zealand
9709,NA,NA,NA,NA,temperate,FALSE,temperate
3476,NA,NA,NA,NA,delta,FALSE,delta
3920,NA,NA,NA,NA,NA,FALSE,NA
10750,NA,NA,NA,NA,NA,FALSE,NA
3714,NA,NA,NA,NA,tropical,FALSE,tropical
6379,NA,NA,NA,NA,NA,FALSE,NA
2186,NA,NA,NA,NA,NA,FALSE,NA
18458,NA,NA,NA,NA,NA,FALSE,NA
3711,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean
10486,Spain; Sweden,Spain; Sweden,NA,europe,lowland; river,FALSE,Spain; Sweden; europe; lowland; river
13597,France,France,NA,europe,NA,FALSE,France; europe
14614,Sri Lanka,NA,Sri Lanka,NA,sri lanka,FALSE,Sri Lanka; sri lanka
17983,NA,NA,NA,NA,NA,FALSE,NA
8660,NA,NA,NA,NA,NA,FALSE,NA
12918,NA,NA,NA,NA,NA,TRUE,NA
76,NA,NA,NA,NA,NA,FALSE,NA
18728,NA,NA,NA,NA,NA,TRUE,NA
9748,NA,NA,NA,NA,NA,TRUE,NA
16884,United States; Italy; Portugal; Japan; Taiwan,United States; Italy; Portugal; Japan; Taiwan,NA,NA,japan,FALSE,United States; Italy; Portugal; Japan; Taiwan; japan
3220,Canada,Canada,NA,NA,fluvial; coastal; bay,FALSE,Canada; fluvial; coastal; bay
9658,NA,NA,NA,NA,orchard,FALSE,orchard
12997,Costa Rica,NA,Costa Rica,NA,rainforest,FALSE,Costa Rica; rainforest
4745,NA,NA,NA,NA,NA,FALSE,NA
14900,Egypt,NA,Egypt,NA,NA,FALSE,Egypt
15320,South Africa,NA,South Africa,africa,NA,FALSE,South Africa; africa
212,NA,NA,NA,NA,NA,TRUE,NA
17692,NA,NA,NA,NA,NA,FALSE,NA
19817,NA,NA,NA,NA,NA,FALSE,NA
14792,Egypt,NA,Egypt,NA,NA,FALSE,Egypt
739,NA,NA,NA,NA,NA,FALSE,NA
11803,United States,United States,NA,NA,coastal,FALSE,United States; coastal
16406,Panama,NA,Panama,NA,NA,FALSE,Panama
6912,Poland,Poland,NA,NA,NA,FALSE,Poland
15559,NA,NA,NA,NA,NA,TRUE,NA
3240,NA,NA,NA,NA,NA,FALSE,NA
17725,NA,NA,NA,NA,NA,FALSE,NA
11325,Antarctica,NA,Antarctica,antarctic; antarctica,NA,FALSE,Antarctica; antarctic; antarctica
10516,Norway,Norway,NA,NA,temperate; subtropical,FALSE,Norway; temperate; subtropical
9809,USA,USA,NA,europe,NA,FALSE,USA; europe
20984,NA,NA,NA,NA,NA,FALSE,NA
8336,NA,NA,NA,NA,NA,FALSE,NA
7473,NA,NA,NA,NA,NA,FALSE,NA
7880,NA,NA,NA,NA,NA,FALSE,NA
21365,NA,NA,NA,NA,calcareous,FALSE,calcareous
18220,NA,NA,NA,NA,NA,TRUE,NA
11798,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
3713,Mexico,NA,Mexico,NA,NA,FALSE,Mexico
20071,NA,NA,NA,NA,acidic,FALSE,acidic
3938,Australia; Spain; Italy; Greece; Turkey; France,Australia; Spain; Italy; Greece; France,Turkey,australia,mediterranean,FALSE,Australia; Spain; Italy; Greece; Turkey; France; australia; mediterranean
3167,NA,NA,NA,NA,NA,FALSE,NA
17536,NA,NA,NA,NA,NA,TRUE,NA
400,NA,NA,NA,NA,desert,FALSE,desert
20429,Saudi Arabia,NA,Saudi Arabia,NA,NA,FALSE,Saudi Arabia
20010,USSR; U.S.,U.S.,USSR,NA,NA,FALSE,USSR; U.S.
17045,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
5931,NA,NA,NA,NA,NA,TRUE,NA
127,NA,NA,NA,NA,NA,FALSE,NA
20834,NA,NA,NA,NA,NA,FALSE,NA
20782,Iran; Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Iran; Turkey,NA,mediterranean,FALSE,Iran; Spain; Italy; Greece; Turkey; France; mediterranean
17720,NA,NA,NA,NA,NA,FALSE,NA
11793,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
7901,NA,NA,NA,NA,NA,FALSE,NA
17538,Bangladesh,NA,Bangladesh,NA,NA,FALSE,Bangladesh
18161,NA,NA,NA,NA,NA,FALSE,NA
6130,NA,NA,NA,NA,NA,TRUE,NA
15161,NA,NA,NA,NA,NA,TRUE,NA
12657,NA,NA,NA,NA,NA,FALSE,NA
17409,NA,NA,NA,NA,NA,FALSE,NA
10009,NA,NA,NA,NA,NA,FALSE,NA
7493,NA,NA,NA,NA,tropical,TRUE,tropical
6827,NA,NA,NA,NA,NA,FALSE,NA
13972,China,NA,China,NA,NA,TRUE,China
5948,USA; Austria,USA; Austria,NA,NA,NA,FALSE,USA; Austria
9153,NA,NA,NA,NA,NA,FALSE,NA
4589,NA,NA,NA,NA,NA,FALSE,NA
6319,NA,NA,NA,NA,mangrove,FALSE,mangrove
5720,NA,NA,NA,south america,NA,FALSE,south america
13934,NA,NA,NA,NA,pasture,TRUE,pasture
9509,United States,United States,NA,NA,NA,FALSE,United States
9176,NA,NA,NA,NA,NA,FALSE,NA
536,NA,NA,NA,NA,subarctic; alpine; tundra,FALSE,subarctic; alpine; tundra
13470,Egypt,NA,Egypt,NA,NA,FALSE,Egypt
1624,NA,NA,NA,europe; south america,central europe; patagonia; temperate; rainforest,FALSE,europe; south america; central europe; patagonia; temperate; rainforest
6699,Vietnam,NA,Vietnam,NA,cropland,TRUE,Vietnam; cropland
20468,NA,NA,NA,NA,NA,FALSE,NA
1781,NA,NA,NA,NA,NA,FALSE,NA
2230,China,NA,China,north america,NA,FALSE,China; north america
20410,NA,NA,NA,NA,NA,FALSE,NA
6717,NA,NA,NA,NA,NA,FALSE,NA
7426,NA,NA,NA,NA,marine,TRUE,marine
1461,NA,NA,NA,NA,NA,FALSE,NA
16883,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,tropical; mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; tropical; mediterranean
19472,China; Mongolia,NA,China; Mongolia,NA,NA,FALSE,China; Mongolia
8745,NA,NA,NA,NA,NA,FALSE,NA
7848,Ukraine,NA,Ukraine,NA,NA,TRUE,Ukraine
2679,Sweden,Sweden,NA,NA,karst,FALSE,Sweden; karst
11101,NA,NA,NA,NA,NA,TRUE,NA
9817,NA,NA,NA,NA,NA,FALSE,NA
10776,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean
3495,China,NA,China,NA,NA,FALSE,China
17582,NA,NA,NA,NA,NA,FALSE,NA
689,Egypt,NA,Egypt,NA,NA,TRUE,Egypt
16106,NA,NA,NA,NA,NA,FALSE,NA
4916,South Africa,NA,South Africa,africa,NA,FALSE,South Africa; africa
254,NA,NA,NA,NA,reservoir,FALSE,reservoir
20919,Pakistan,NA,Pakistan,NA,NA,TRUE,Pakistan
1009,NA,NA,NA,NA,great lakes,FALSE,great lakes
20829,Niger,NA,Niger,NA,NA,FALSE,Niger
15245,NA,NA,NA,NA,NA,FALSE,NA
10899,Thailand,NA,Thailand,NA,tropical,FALSE,Thailand; tropical
18942,NA,NA,NA,NA,NA,FALSE,NA
15571,NA,NA,NA,NA,NA,FALSE,NA
14353,NA,NA,NA,NA,NA,FALSE,NA
18907,NA,NA,NA,NA,NA,FALSE,NA
11756,NA,NA,NA,NA,NA,FALSE,NA
294,NA,NA,NA,NA,NA,FALSE,NA
347,NA,NA,NA,NA,NA,FALSE,NA
19529,NA,NA,NA,NA,NA,FALSE,NA
16366,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
3976,NA,NA,NA,NA,NA,FALSE,NA
8234,NA,NA,NA,NA,marine,FALSE,marine
7295,Spain,Spain,NA,NA,NA,FALSE,Spain
7471,Egypt,NA,Egypt,NA,NA,TRUE,Egypt
1448,USA,USA,NA,NA,great lakes,FALSE,USA; great lakes
19979,Germany,Germany,NA,NA,NA,FALSE,Germany
12791,Mexico; Colombia; Puerto Rico,NA,Mexico; Colombia; Puerto Rico,NA,reservoir,FALSE,Mexico; Colombia; Puerto Rico; reservoir
12259,NA,NA,NA,NA,NA,FALSE,NA
2822,NA,NA,NA,NA,NA,FALSE,NA
11768,NA,NA,NA,NA,NA,TRUE,NA
17964,Spain,Spain,NA,NA,NA,FALSE,Spain
4554,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean
4412,NA,NA,NA,NA,NA,FALSE,NA
994,Spain,Spain,NA,NA,NA,FALSE,Spain
7225,NA,NA,NA,NA,mangrove,FALSE,mangrove
3993,Australia,Australia,NA,australia,pasture,FALSE,Australia; australia; pasture
19975,NA,NA,NA,NA,NA,FALSE,NA
19385,Germany; Sweden,Germany; Sweden,NA,NA,NA,FALSE,Germany; Sweden
775,Guinea; Papua New Guinea,NA,Guinea; Papua New Guinea,NA,lowland,FALSE,Guinea; Papua New Guinea; lowland
18787,NA,NA,NA,NA,NA,TRUE,NA
16244,NA,NA,NA,NA,NA,FALSE,NA
19359,NA,NA,NA,NA,NA,FALSE,NA
20830,NA,NA,NA,NA,NA,FALSE,NA
10640,NA,NA,NA,NA,NA,TRUE,NA
9307,US,US,NA,NA,NA,FALSE,US
6926,NA,NA,NA,NA,NA,FALSE,NA
2406,Switzerland; Norway,Switzerland; Norway,NA,NA,NA,FALSE,Switzerland; Norway
264,NA,NA,NA,europe,NA,TRUE,europe
10460,China,NA,China,NA,desert,FALSE,China; desert
1839,NA,NA,NA,NA,temperate,FALSE,temperate
20147,NA,NA,NA,NA,tropical; biosphere reserve,FALSE,tropical; biosphere reserve
6742,NA,NA,NA,NA,NA,FALSE,NA
872,USA,USA,NA,NA,mangrove; marsh; salt marsh,FALSE,USA; mangrove; marsh; salt marsh
3371,NA,NA,NA,NA,NA,FALSE,NA
21071,NA,NA,NA,NA,plantation,TRUE,plantation
6675,NA,NA,NA,NA,NA,FALSE,NA
7396,NA,NA,NA,NA,NA,FALSE,NA
17028,NA,NA,NA,NA,NA,FALSE,NA
21046,NA,NA,NA,NA,NA,FALSE,NA
10337,NA,NA,NA,NA,NA,FALSE,NA
4492,NA,NA,NA,NA,NA,FALSE,NA
12527,Canada; Israel,Canada; Israel,NA,NA,NA,FALSE,Canada; Israel
16737,NA,NA,NA,NA,NA,FALSE,NA
13131,NA,NA,NA,NA,NA,TRUE,NA
2589,NA,NA,NA,NA,NA,FALSE,NA
20316,NA,NA,NA,NA,NA,FALSE,NA
