id,countries_detected,global_north_countries,global_south_countries,continents_detected,regions_detected,has_coordinates,geographic_summary
1321,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
1322,NA,NA,NA,NA,NA,FALSE,NA
1323,NA,NA,NA,NA,NA,FALSE,NA
1324,Canada,Canada,NA,NA,canadian,FALSE,Canada; canadian
1325,NA,NA,NA,NA,aquatic,FALSE,aquatic
1326,NA,NA,NA,NA,NA,FALSE,NA
1327,NA,NA,NA,NA,NA,FALSE,NA
1330,NA,NA,NA,NA,volcanic,FALSE,volcanic
1331,NA,NA,NA,NA,NA,FALSE,NA
1332,Congo; Democratic Republic of the Congo; Republic of the Congo,NA,Congo; Democratic Republic of the Congo; Republic of the Congo,NA,congolese; rainforest; congo basin; sub-saharan,FALSE,Congo; Democratic Republic of the Congo; Republic of the Congo; congolese; rainforest; congo basin; sub-saharan
1333,NA,NA,NA,NA,NA,FALSE,NA
1334,NA,NA,NA,NA,NA,FALSE,NA
1335,NA,NA,NA,NA,temperate,FALSE,temperate
1336,NA,NA,NA,NA,NA,FALSE,NA
1337,NA,NA,NA,NA,delta,FALSE,delta
1338,NA,NA,NA,NA,NA,FALSE,NA
1339,USA,USA,NA,north america,NA,FALSE,USA; north america
1340,NA,NA,NA,NA,NA,FALSE,NA
1342,NA,NA,NA,NA,pasture,FALSE,pasture
1343,Spain; Portugal,Spain; Portugal,NA,NA,iberian peninsula,FALSE,Spain; Portugal; iberian peninsula
1344,NA,NA,NA,NA,NA,FALSE,NA
1345,NA,NA,NA,NA,NA,FALSE,NA
1346,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
1347,NA,NA,NA,NA,NA,FALSE,NA
1348,NA,NA,NA,NA,prairie,FALSE,prairie
1349,Australia; South Africa,Australia,South Africa,africa; australia,NA,FALSE,Australia; South Africa; africa; australia
1350,NA,NA,NA,NA,NA,FALSE,NA
1351,NA,NA,NA,NA,NA,FALSE,NA
1352,United States; Canada,United States; Canada,NA,north america,prairie,FALSE,United States; Canada; north america; prairie
1353,NA,NA,NA,NA,NA,FALSE,NA
1354,China,NA,China,NA,NA,FALSE,China
1355,NA,NA,NA,NA,NA,FALSE,NA
1356,NA,NA,NA,NA,NA,TRUE,NA
1359,NA,NA,NA,NA,NA,FALSE,NA
1360,NA,NA,NA,NA,NA,FALSE,NA
1361,NA,NA,NA,NA,NA,FALSE,NA
1362,USA; Canada; Scotland; Sweden; Finland; New Zealand; Chile,USA; Canada; Scotland; Sweden; Finland; New Zealand,Chile,europe,canadian,FALSE,USA; Canada; Scotland; Sweden; Finland; New Zealand; Chile; europe; canadian
1363,NA,NA,NA,NA,NA,FALSE,NA
1364,Norway,Norway,NA,NA,boreal; pine forest,FALSE,Norway; boreal; pine forest
1365,NA,NA,NA,NA,NA,FALSE,NA
1366,NA,NA,NA,NA,NA,FALSE,NA
1367,Norway,Norway,NA,NA,NA,FALSE,Norway
1368,Switzerland,Switzerland,NA,NA,NA,FALSE,Switzerland
1369,NA,NA,NA,NA,tropical; plantation,FALSE,tropical; plantation
1370,NA,NA,NA,NA,himalayas; steppe; alpine,FALSE,himalayas; steppe; alpine
1371,NA,NA,NA,NA,rocky mountains,TRUE,rocky mountains
1372,China,NA,China,NA,southwest,FALSE,China; southwest
1373,NA,NA,NA,NA,bengal,FALSE,bengal
1374,NA,NA,NA,NA,NA,FALSE,NA
1375,NA,NA,NA,NA,pasture,FALSE,pasture
1376,NA,NA,NA,NA,NA,FALSE,NA
1377,NA,NA,NA,NA,NA,FALSE,NA
1378,NA,NA,NA,NA,mesic; xeric,FALSE,mesic; xeric
1379,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
1380,US,US,NA,NA,NA,FALSE,US
1381,NA,NA,NA,NA,NA,FALSE,NA
1382,NA,NA,NA,NA,NA,FALSE,NA
1383,NA,NA,NA,NA,NA,FALSE,NA
1384,NA,NA,NA,NA,NA,FALSE,NA
1385,NA,NA,NA,NA,NA,FALSE,NA
1386,NA,NA,NA,NA,NA,FALSE,NA
1387,NA,NA,NA,NA,littoral,FALSE,littoral
1388,Jersey,Jersey,NA,NA,acidic,FALSE,Jersey; acidic
1389,NA,NA,NA,NA,NA,FALSE,NA
1390,Sweden,Sweden,NA,NA,NA,FALSE,Sweden
1391,Switzerland,Switzerland,NA,NA,NA,FALSE,Switzerland
1392,NA,NA,NA,NA,temperate; subtropical,FALSE,temperate; subtropical
1393,NA,NA,NA,NA,NA,TRUE,NA
1394,NA,NA,NA,NA,NA,FALSE,NA
1396,Australia; New Zealand,Australia; New Zealand,NA,australia,pasture,FALSE,Australia; New Zealand; australia; pasture
1397,NA,NA,NA,NA,NA,FALSE,NA
1398,NA,NA,NA,NA,wetland; pacific northwest,TRUE,wetland; pacific northwest
1399,NA,NA,NA,NA,NA,FALSE,NA
1400,Mexico,NA,Mexico,NA,cloud forest,FALSE,Mexico; cloud forest
1401,Georgia; Antarctica,NA,Georgia; Antarctica,antarctic,valley,FALSE,Georgia; Antarctica; antarctic; valley
1403,NA,NA,NA,NA,NA,TRUE,NA
1404,NA,NA,NA,south america; europe,pasture,FALSE,south america; europe; pasture
1405,Georgia; United States,United States,Georgia,NA,NA,TRUE,Georgia; United States
1407,NA,NA,NA,NA,NA,FALSE,NA
1408,NA,NA,NA,NA,temperate; coastal,FALSE,temperate; coastal
1410,NA,NA,NA,NA,NA,FALSE,NA
1411,NA,NA,NA,NA,desert,FALSE,desert
1412,NA,NA,NA,NA,NA,FALSE,NA
1413,South Africa,NA,South Africa,africa,NA,FALSE,South Africa; africa
1414,NA,NA,NA,NA,NA,FALSE,NA
1415,NA,NA,NA,NA,NA,FALSE,NA
1416,NA,NA,NA,NA,NA,FALSE,NA
1417,NA,NA,NA,NA,NA,FALSE,NA
1418,NA,NA,NA,NA,NA,FALSE,NA
1419,NA,NA,NA,NA,NA,FALSE,NA
1420,USA,USA,NA,NA,NA,FALSE,USA
1421,NA,NA,NA,NA,NA,FALSE,NA
1422,China,NA,China,NA,aquatic,FALSE,China; aquatic
1424,Egypt,NA,Egypt,NA,NA,FALSE,Egypt
1425,NA,NA,NA,NA,NA,FALSE,NA
1426,NA,NA,NA,NA,NA,FALSE,NA
1427,NA,NA,NA,NA,NA,FALSE,NA
1428,NA,NA,NA,NA,NA,FALSE,NA
1430,NA,NA,NA,NA,NA,FALSE,NA
1431,Chile; Peru; Ecuador; Colombia; Bolivia; Argentina,NA,Chile; Peru; Ecuador; Colombia; Bolivia; Argentina,NA,andes; andean,TRUE,Chile; Peru; Ecuador; Colombia; Bolivia; Argentina; andes; andean
1432,NA,NA,NA,europe,NA,FALSE,europe
1433,NA,NA,NA,NA,NA,TRUE,NA
1435,NA,NA,NA,NA,NA,FALSE,NA
1436,NA,NA,NA,NA,NA,FALSE,NA
1437,NA,NA,NA,NA,NA,FALSE,NA
1438,South Korea,South Korea,NA,NA,freshwater,FALSE,South Korea; freshwater
1439,Wales; Australia,Wales; Australia,NA,australia,coastal,FALSE,Wales; Australia; australia; coastal
1440,Brazil,NA,Brazil,NA,brazilian cerrado; tropical; savannah,TRUE,Brazil; brazilian cerrado; tropical; savannah
1441,NA,NA,NA,NA,NA,FALSE,NA
1442,New Zealand,New Zealand,NA,NA,NA,FALSE,New Zealand
1443,NA,NA,NA,NA,NA,FALSE,NA
1444,NA,NA,NA,NA,NA,FALSE,NA
1445,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean; indo-pacific; gulf,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean; indo-pacific; gulf
1446,NA,NA,NA,NA,NA,FALSE,NA
1447,NA,NA,NA,NA,NA,FALSE,NA
1448,USA,USA,NA,NA,great lakes,FALSE,USA; great lakes
1449,NA,NA,NA,NA,NA,TRUE,NA
1450,NA,NA,NA,NA,NA,FALSE,NA
1451,NA,NA,NA,NA,NA,FALSE,NA
1452,NA,NA,NA,NA,NA,FALSE,NA
1453,NA,NA,NA,NA,alpine,FALSE,alpine
1454,United States,United States,NA,NA,NA,FALSE,United States
1455,NA,NA,NA,NA,NA,FALSE,NA
1456,NA,NA,NA,NA,NA,TRUE,NA
1457,Malaysia; Indonesia,NA,Malaysia; Indonesia,NA,tropical; andes,FALSE,Malaysia; Indonesia; tropical; andes
1458,NA,NA,NA,NA,NA,FALSE,NA
1459,NA,NA,NA,NA,NA,FALSE,NA
1460,NA,NA,NA,NA,NA,FALSE,NA
1461,NA,NA,NA,NA,NA,FALSE,NA
1463,NA,NA,NA,NA,NA,FALSE,NA
1464,NA,NA,NA,NA,NA,FALSE,NA
1465,US,US,NA,north america,arid,FALSE,US; north america; arid
1466,Spain,Spain,NA,NA,NA,FALSE,Spain
1467,NA,NA,NA,NA,NA,FALSE,NA
1468,NA,NA,NA,NA,NA,FALSE,NA
1469,Argentina; Chile,NA,Argentina; Chile,NA,patagonian; steppe,FALSE,Argentina; Chile; patagonian; steppe
1470,NA,NA,NA,NA,NA,FALSE,NA
1471,NA,NA,NA,NA,marine,FALSE,marine
1472,NA,NA,NA,NA,acidic,TRUE,acidic
1473,NA,NA,NA,north america,NA,FALSE,north america
1474,NA,NA,NA,NA,NA,FALSE,NA
1475,NA,NA,NA,NA,NA,FALSE,NA
1476,NA,NA,NA,NA,mesic; grassland,FALSE,mesic; grassland
1477,NA,NA,NA,NA,NA,FALSE,NA
1478,NA,NA,NA,NA,desert,FALSE,desert
1480,United States; USA; Canada; Sweden; Japan,United States; USA; Canada; Sweden; Japan,NA,NA,temperate; boreal; japan,FALSE,United States; USA; Canada; Sweden; Japan; temperate; boreal; japan
1481,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,europe,southern europe; mediterranean; boreal,FALSE,Spain; Italy; Greece; Turkey; France; europe; southern europe; mediterranean; boreal
1482,NA,NA,NA,NA,NA,FALSE,NA
1484,NA,NA,NA,NA,NA,FALSE,NA
1485,NA,NA,NA,NA,NA,FALSE,NA
1487,Panama,NA,Panama,NA,NA,FALSE,Panama
1488,NA,NA,NA,NA,tropical; amazon,FALSE,tropical; amazon
1489,NA,NA,NA,NA,NA,FALSE,NA
1491,NA,NA,NA,NA,NA,FALSE,NA
1492,NA,NA,NA,NA,NA,FALSE,NA
1493,Australia,Australia,NA,australia,pasture,FALSE,Australia; australia; pasture
1495,NA,NA,NA,NA,NA,FALSE,NA
1496,NA,NA,NA,NA,NA,FALSE,NA
1497,NA,NA,NA,NA,NA,FALSE,NA
1498,NA,NA,NA,NA,NA,FALSE,NA
1499,France; Japan,France; Japan,NA,NA,japan,FALSE,France; Japan; japan
1500,NA,NA,NA,NA,arctic; alpine,FALSE,arctic; alpine
1501,NA,NA,NA,NA,NA,FALSE,NA
1502,NA,NA,NA,NA,aquatic,FALSE,aquatic
1503,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
1504,NA,NA,NA,NA,NA,FALSE,NA
1505,NA,NA,NA,NA,temperate,FALSE,temperate
1506,NA,NA,NA,NA,NA,FALSE,NA
1507,NA,NA,NA,NA,temperate,FALSE,temperate
1508,Iran,NA,Iran,NA,NA,FALSE,Iran
1509,NA,NA,NA,NA,NA,FALSE,NA
1510,NA,NA,NA,NA,plantation,FALSE,plantation
1511,Thailand,NA,Thailand,NA,coastal; marine; tropical; national park,TRUE,Thailand; coastal; marine; tropical; national park
1512,NA,NA,NA,NA,NA,FALSE,NA
1513,NA,NA,NA,NA,delta,FALSE,delta
1514,US; New Zealand; Antarctica,US; New Zealand,Antarctica,europe; north america; antarctica,NA,FALSE,US; New Zealand; Antarctica; europe; north america; antarctica
1515,NA,NA,NA,NA,NA,FALSE,NA
1516,NA,NA,NA,NA,NA,FALSE,NA
1517,NA,NA,NA,NA,NA,TRUE,NA
1518,NA,NA,NA,NA,marine,FALSE,marine
1519,NA,NA,NA,NA,NA,FALSE,NA
1520,NA,NA,NA,NA,NA,FALSE,NA
1521,New Zealand,New Zealand,NA,NA,pasture; meadow,FALSE,New Zealand; pasture; meadow
1523,NA,NA,NA,NA,alpine; tundra; plateau; rocky mountains; arctic,FALSE,alpine; tundra; plateau; rocky mountains; arctic
1524,NA,NA,NA,NA,NA,FALSE,NA
1525,NA,NA,NA,NA,meadow,FALSE,meadow
1526,USA; Canada; China; Iran; Russia; Kazakhstan; Kyrgyzstan; Mongolia,USA; Canada,China; Iran; Russia; Kazakhstan; Kyrgyzstan; Mongolia,NA,NA,FALSE,USA; Canada; China; Iran; Russia; Kazakhstan; Kyrgyzstan; Mongolia
1527,NA,NA,NA,NA,marsh,FALSE,marsh
1528,NA,NA,NA,NA,NA,FALSE,NA
1529,Mexico,NA,Mexico,NA,river; basin,FALSE,Mexico; river; basin
1531,NA,NA,NA,NA,NA,FALSE,NA
1532,Philippines,NA,Philippines,south america,amazon; philippines,FALSE,Philippines; south america; amazon; philippines
1533,Iran,NA,Iran,NA,gulf; coastal; desert,FALSE,Iran; gulf; coastal; desert
1534,NA,NA,NA,NA,grassland,FALSE,grassland
1535,NA,NA,NA,NA,NA,FALSE,NA
1536,NA,NA,NA,NA,heathland,FALSE,heathland
1537,NA,NA,NA,NA,NA,TRUE,NA
1538,NA,NA,NA,NA,NA,FALSE,NA
1539,NA,NA,NA,NA,NA,FALSE,NA
1541,NA,NA,NA,NA,woodland,FALSE,woodland
1542,NA,NA,NA,NA,NA,TRUE,NA
1543,NA,NA,NA,NA,NA,FALSE,NA
1544,NA,NA,NA,NA,NA,FALSE,NA
1545,NA,NA,NA,NA,NA,FALSE,NA
1546,NA,NA,NA,NA,NA,FALSE,NA
1548,NA,NA,NA,NA,NA,FALSE,NA
1549,NA,NA,NA,NA,NA,FALSE,NA
1550,NA,NA,NA,NA,NA,FALSE,NA
1552,NA,NA,NA,NA,grassland,FALSE,grassland
1553,NA,NA,NA,NA,arctic; tundra; meadow; wetland,FALSE,arctic; tundra; meadow; wetland
1555,Japan; China; North Korea,Japan,China; North Korea,asia; north america; europe,east asia; japan; far east,FALSE,Japan; China; North Korea; asia; north america; europe; east asia; japan; far east
1556,Scotland,Scotland,NA,NA,pine forest,FALSE,Scotland; pine forest
1557,Poland,Poland,NA,europe,southern europe,FALSE,Poland; europe; southern europe
1558,NA,NA,NA,NA,NA,FALSE,NA
1559,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
1560,Australia,Australia,NA,australia,NA,FALSE,Australia; australia
1561,NA,NA,NA,NA,NA,FALSE,NA
1562,NA,NA,NA,NA,NA,FALSE,NA
1564,NA,NA,NA,NA,NA,FALSE,NA
1565,NA,NA,NA,NA,NA,FALSE,NA
1566,NA,NA,NA,NA,arid; cliff,FALSE,arid; cliff
1567,China,NA,China,NA,grassland,FALSE,China; grassland
1568,NA,NA,NA,NA,NA,FALSE,NA
1572,NA,NA,NA,NA,temperate,FALSE,temperate
1574,NA,NA,NA,NA,NA,FALSE,NA
1575,NA,NA,NA,NA,NA,FALSE,NA
1576,NA,NA,NA,NA,NA,FALSE,NA
1577,South Korea,South Korea,NA,NA,NA,FALSE,South Korea
1579,NA,NA,NA,NA,NA,FALSE,NA
1580,NA,NA,NA,NA,woodland,FALSE,woodland
1581,NA,NA,NA,NA,NA,FALSE,NA
1582,Egypt,NA,Egypt,NA,NA,FALSE,Egypt
1584,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
1585,NA,NA,NA,NA,NA,FALSE,NA
1587,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,marine; mediterranean; mangrove,FALSE,Spain; Italy; Greece; Turkey; France; marine; mediterranean; mangrove
1588,NA,NA,NA,NA,NA,FALSE,NA
1589,NA,NA,NA,NA,NA,TRUE,NA
1590,NA,NA,NA,NA,NA,FALSE,NA
1593,NA,NA,NA,NA,NA,FALSE,NA
1594,NA,NA,NA,NA,NA,FALSE,NA
1595,NA,NA,NA,NA,NA,FALSE,NA
1596,NA,NA,NA,NA,NA,FALSE,NA
1598,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
1599,NA,NA,NA,NA,NA,FALSE,NA
1601,NA,NA,NA,NA,NA,TRUE,NA
1602,NA,NA,NA,NA,NA,FALSE,NA
1607,NA,NA,NA,NA,NA,FALSE,NA
1608,NA,NA,NA,NA,NA,FALSE,NA
1609,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
1610,China,NA,China,NA,NA,FALSE,China
1611,Syria,NA,Syria,NA,NA,FALSE,Syria
1612,NA,NA,NA,NA,NA,FALSE,NA
1613,USA; US; Finland,USA; US; Finland,NA,europe; north america,NA,FALSE,USA; US; Finland; europe; north america
1615,Belgium,Belgium,NA,NA,calcareous; grassland,FALSE,Belgium; calcareous; grassland
1616,NA,NA,NA,NA,NA,FALSE,NA
1617,USA; South Korea,USA; South Korea,NA,NA,arid,FALSE,USA; South Korea; arid
1618,NA,NA,NA,NA,alpine,FALSE,alpine
1620,NA,NA,NA,NA,meadow,FALSE,meadow
1621,NA,NA,NA,NA,NA,FALSE,NA
1622,NA,NA,NA,NA,pasture,FALSE,pasture
1623,NA,NA,NA,NA,NA,FALSE,NA
1624,NA,NA,NA,europe; south america,central europe; patagonia; temperate; rainforest,FALSE,europe; south america; central europe; patagonia; temperate; rainforest
1625,NA,NA,NA,NA,NA,FALSE,NA
1626,NA,NA,NA,NA,NA,FALSE,NA
1628,NA,NA,NA,NA,ecotone; subalpine; alpine,FALSE,ecotone; subalpine; alpine
1629,NA,NA,NA,NA,NA,FALSE,NA
1630,Japan; Indonesia,Japan,Indonesia,NA,japan; indonesian,FALSE,Japan; Indonesia; japan; indonesian
1631,Costa Rica,NA,Costa Rica,NA,neotropical; montane; cloud forest; tropical,FALSE,Costa Rica; neotropical; montane; cloud forest; tropical
1632,NA,NA,NA,NA,NA,FALSE,NA
1633,NA,NA,NA,NA,grassland,FALSE,grassland
1634,Spain,Spain,NA,NA,NA,FALSE,Spain
1635,NA,NA,NA,NA,NA,TRUE,NA
1636,NA,NA,NA,NA,delta,FALSE,delta
1637,NA,NA,NA,NA,NA,FALSE,NA
1638,Panama,NA,Panama,NA,tropical; lowland,FALSE,Panama; tropical; lowland
1639,Sweden,Sweden,NA,NA,subarctic; mire,FALSE,Sweden; subarctic; mire
1640,NA,NA,NA,NA,NA,FALSE,NA
1641,NA,NA,NA,NA,NA,FALSE,NA
1642,France,France,NA,NA,NA,FALSE,France
1643,NA,NA,NA,NA,NA,FALSE,NA
1644,NA,NA,NA,NA,NA,FALSE,NA
1645,NA,NA,NA,NA,aquatic,FALSE,aquatic
1646,NA,NA,NA,NA,NA,FALSE,NA
1647,Argentina; Chile,NA,Argentina; Chile,NA,patagonian; alpine; aquatic; patagonia,FALSE,Argentina; Chile; patagonian; alpine; aquatic; patagonia
1648,NA,NA,NA,NA,arctic; tundra,FALSE,arctic; tundra
1649,NA,NA,NA,NA,NA,TRUE,NA
1650,Colombia; Peru; Ecuador; Bolivia; Chile; Argentina,NA,Colombia; Peru; Ecuador; Bolivia; Chile; Argentina,NA,neotropical; andean; acidic,FALSE,Colombia; Peru; Ecuador; Bolivia; Chile; Argentina; neotropical; andean; acidic
1651,NA,NA,NA,NA,tropical,FALSE,tropical
1652,United States; Canada,United States; Canada,NA,NA,appalachian; acidic,FALSE,United States; Canada; appalachian; acidic
1653,NA,NA,NA,europe; north america,NA,FALSE,europe; north america
1654,NA,NA,NA,NA,plain,FALSE,plain
1655,China,NA,China,NA,southwest,FALSE,China; southwest
1656,NA,NA,NA,NA,NA,FALSE,NA
1657,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
1658,NA,NA,NA,NA,NA,FALSE,NA
1659,Germany,Germany,NA,NA,NA,FALSE,Germany
1660,Norway,Norway,NA,NA,NA,FALSE,Norway
1661,NA,NA,NA,NA,NA,FALSE,NA
1662,Canada,Canada,NA,NA,NA,FALSE,Canada
1663,USA,USA,NA,NA,coastal; pacific northwest,FALSE,USA; coastal; pacific northwest
1664,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,tropical; mediterranean; meadow,FALSE,Spain; Italy; Greece; Turkey; France; tropical; mediterranean; meadow
1665,China,NA,China,NA,beach,FALSE,China; beach
1666,NA,NA,NA,NA,NA,FALSE,NA
1667,Germany,Germany,NA,NA,NA,FALSE,Germany
1668,Spain,Spain,NA,NA,NA,FALSE,Spain
1669,NA,NA,NA,NA,NA,TRUE,NA
1670,China,NA,China,NA,arid; desert,FALSE,China; arid; desert
1671,NA,NA,NA,NA,NA,FALSE,NA
1672,NA,NA,NA,NA,NA,TRUE,NA
1673,NA,NA,NA,NA,NA,FALSE,NA
1674,NA,NA,NA,NA,NA,FALSE,NA
1675,NA,NA,NA,NA,NA,FALSE,NA
1676,NA,NA,NA,NA,NA,FALSE,NA
1677,NA,NA,NA,NA,plantation,FALSE,plantation
1678,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
1679,NA,NA,NA,NA,NA,FALSE,NA
1680,NA,NA,NA,NA,NA,FALSE,NA
1681,USA; Mexico,USA,Mexico,NA,southwest; northeast,FALSE,USA; Mexico; southwest; northeast
1682,Norway,Norway,NA,NA,NA,FALSE,Norway
1683,NA,NA,NA,NA,NA,FALSE,NA
1684,NA,NA,NA,NA,NA,FALSE,NA
1685,NA,NA,NA,NA,NA,FALSE,NA
1686,US,US,NA,NA,NA,FALSE,US
1687,Iran,NA,Iran,NA,wetland,FALSE,Iran; wetland
1688,NA,NA,NA,NA,NA,FALSE,NA
1689,NA,NA,NA,NA,NA,FALSE,NA
1690,NA,NA,NA,NA,NA,FALSE,NA
1691,Japan,Japan,NA,NA,pasture; temperate; japan,FALSE,Japan; pasture; temperate; japan
1692,Canada,Canada,NA,NA,NA,FALSE,Canada
1693,NA,NA,NA,NA,NA,FALSE,NA
1694,NA,NA,NA,NA,grassland,FALSE,grassland
1696,NA,NA,NA,NA,NA,FALSE,NA
1697,Indonesia,NA,Indonesia,NA,tropical; lake; wetland; lacustrine; ultramafic,FALSE,Indonesia; tropical; lake; wetland; lacustrine; ultramafic
1699,NA,NA,NA,NA,NA,FALSE,NA
1700,NA,NA,NA,NA,NA,FALSE,NA
1701,NA,NA,NA,NA,NA,FALSE,NA
1702,NA,NA,NA,NA,NA,FALSE,NA
1703,NA,NA,NA,NA,NA,FALSE,NA
1704,NA,NA,NA,NA,subarctic; sand dune,FALSE,subarctic; sand dune
1705,Canada,Canada,NA,NA,NA,FALSE,Canada
1706,Argentina,NA,Argentina,NA,patagonia,FALSE,Argentina; patagonia
1708,NA,NA,NA,NA,NA,FALSE,NA
1709,NA,NA,NA,NA,NA,FALSE,NA
1710,NA,NA,NA,NA,NA,FALSE,NA
1711,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
1712,Georgia,NA,Georgia,NA,NA,FALSE,Georgia
1713,NA,NA,NA,NA,arid,FALSE,arid
1714,USA; Mexico; Jordan,USA,Mexico; Jordan,NA,arid,FALSE,USA; Mexico; Jordan; arid
1716,NA,NA,NA,NA,NA,FALSE,NA
1717,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean
1718,NA,NA,NA,NA,NA,FALSE,NA
1719,Malawi,NA,Malawi,africa,neotropical,FALSE,Malawi; africa; neotropical
1720,USA,USA,NA,NA,NA,FALSE,USA
1722,NA,NA,NA,NA,NA,FALSE,NA
1723,NA,NA,NA,europe,NA,FALSE,europe
1724,Scotland,Scotland,NA,NA,pine forest,FALSE,Scotland; pine forest
1725,Spain,Spain,NA,NA,NA,FALSE,Spain
1726,NA,NA,NA,NA,mesic,FALSE,mesic
1727,NA,NA,NA,NA,grassland,FALSE,grassland
1728,NA,NA,NA,NA,NA,TRUE,NA
1729,NA,NA,NA,NA,NA,FALSE,NA
1730,NA,NA,NA,NA,NA,FALSE,NA
1731,NA,NA,NA,NA,NA,FALSE,NA
1732,NA,NA,NA,NA,NA,FALSE,NA
1733,NA,NA,NA,NA,NA,FALSE,NA
1734,Morocco,NA,Morocco,NA,NA,TRUE,Morocco
1735,NA,NA,NA,NA,NA,FALSE,NA
1736,NA,NA,NA,NA,NA,FALSE,NA
1738,Argentina,NA,Argentina,NA,grassland; xeric,FALSE,Argentina; grassland; xeric
1739,NA,NA,NA,NA,pasture,FALSE,pasture
1740,NA,NA,NA,NA,NA,FALSE,NA
1741,NA,NA,NA,NA,NA,TRUE,NA
1742,US; Czech Republic,US; Czech Republic,NA,europe,central europe,FALSE,US; Czech Republic; europe; central europe
1743,South Africa,NA,South Africa,africa,NA,FALSE,South Africa; africa
1744,NA,NA,NA,NA,temperate,FALSE,temperate
1745,USA,USA,NA,NA,NA,FALSE,USA
1746,NA,NA,NA,NA,NA,FALSE,NA
1747,Singapore,Singapore,NA,NA,wetland,FALSE,Singapore; wetland
1748,China,NA,China,NA,NA,FALSE,China
1749,Spain,Spain,NA,NA,plateau,FALSE,Spain; plateau
1750,NA,NA,NA,NA,temperate,TRUE,temperate
1751,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
1752,Norway,Norway,NA,NA,NA,FALSE,Norway
1754,NA,NA,NA,NA,NA,FALSE,NA
1755,NA,NA,NA,NA,NA,TRUE,NA
1756,NA,NA,NA,NA,NA,FALSE,NA
1757,NA,NA,NA,NA,NA,FALSE,NA
1758,NA,NA,NA,NA,NA,FALSE,NA
1760,NA,NA,NA,NA,NA,FALSE,NA
1761,NA,NA,NA,NA,NA,FALSE,NA
1762,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,pasture; mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; pasture; mediterranean
1763,NA,NA,NA,asia,NA,FALSE,asia
1765,NA,NA,NA,NA,NA,FALSE,NA
1766,US; Japan,US; Japan,NA,NA,temperate; subtropical; japan,FALSE,US; Japan; temperate; subtropical; japan
1767,NA,NA,NA,NA,tropical; rainforest,FALSE,tropical; rainforest
1768,NA,NA,NA,NA,steppe,FALSE,steppe
1769,NA,NA,NA,NA,NA,FALSE,NA
1771,NA,NA,NA,NA,NA,FALSE,NA
1772,China,NA,China,NA,NA,FALSE,China
1773,Mexico,NA,Mexico,NA,cloud forest; biosphere reserve,FALSE,Mexico; cloud forest; biosphere reserve
1774,Australia; New Zealand,Australia; New Zealand,NA,australia,NA,FALSE,Australia; New Zealand; australia
1775,Antarctica,NA,Antarctica,antarctic; antarctica,NA,FALSE,Antarctica; antarctic; antarctica
1776,NA,NA,NA,NA,NA,FALSE,NA
1777,NA,NA,NA,NA,NA,FALSE,NA
1778,NA,NA,NA,NA,NA,FALSE,NA
1779,NA,NA,NA,NA,NA,FALSE,NA
1780,NA,NA,NA,NA,pasture,FALSE,pasture
1781,NA,NA,NA,NA,NA,FALSE,NA
1782,NA,NA,NA,africa; asia,neotropics,FALSE,africa; asia; neotropics
1783,NA,NA,NA,NA,meadow,FALSE,meadow
1785,Australia,Australia,NA,australia,arid,FALSE,Australia; australia; arid
1786,NA,NA,NA,NA,NA,FALSE,NA
1787,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
1788,NA,NA,NA,NA,NA,FALSE,NA
1789,NA,NA,NA,NA,alpine,FALSE,alpine
1790,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
1791,NA,NA,NA,NA,NA,FALSE,NA
1792,USA,USA,NA,NA,great plains,FALSE,USA; great plains
1793,NA,NA,NA,NA,NA,FALSE,NA
1794,NA,NA,NA,NA,heathland,FALSE,heathland
1795,Australia,Australia,NA,australia,tropical,FALSE,Australia; australia; tropical
1796,NA,NA,NA,NA,NA,FALSE,NA
1797,NA,NA,NA,NA,NA,TRUE,NA
1798,Sweden; Norway,Sweden; Norway,NA,NA,boreal,FALSE,Sweden; Norway; boreal
